Gene_name	phylogenetic_scores
ABHD2	0.0189865574116642
ABHD3	0.0189865574116642
ABHD4	0.0118153522971331
ABHD5	0.0118153522971331
ABHD6	0.040787729492819
ABHD8	0
ABI1	0.0230262943017288
ABI2	0.0230262943017288
ABI3	0.0230262943017288
ABI3BP	0.0829455912361071
ABITRAM	0.0199118590245213
ABL1	0.102942933261032
ABL2	0.102942933261032
ABLIM1	0.00982564476906596
ABLIM2	0.00982564476906596
ABLIM3	0.00982564476906596
ABO	0.0829455912361071
ABR	0.00982564476906596
ABRA	0.574098426806005
ABRACL	0.0212930223194585
ABRAXAS1	0.316026874406605
ABRAXAS2	0.316026874406605
ABT1	0.102942933261032
ABTB1	0.0118153522971331
ABTB2	0.102942933261032
ACAA1	0.0189865574116642
ACAA2	0.0189865574116642
ACACA	0.00424237598085655
ACACB	0.00424237598085655
ACAD10	0.0633137488246299
ACAD11	0.0633137488246299
ACAD8	0.0633137488246299
ACAD9	0.0118153522971331
ACADL	0.0633137488246299
ACADM	0.0633137488246299
ACADS	0.0118153522971331
ACADSB	0.0118153522971331
ACADVL	0.0633137488246299
ACAN	0.0166049346799574
ACAP1	0.102942933261032
ACAP2	0.102942933261032
ACAP3	0.102942933261032
ACAT1	0.0189865574116642
SOAT2	0.0189865574116642
ACBD3	0.142601177253559
ACBD4	0.00424237598085655
ACBD5	0.00424237598085655
ACBD6	0.102942933261032
ACBD7	0.0118153522971331
ACCS	0.0189865574116642
ACCSL	0.0189865574116642
ACD	0.0371165729307268
ACE	0.142601177253559
ACE2	0.142601177253559
ACER1	0.0143162207175741
ACER2	0.0143162207175741
ACER3	0.0143162207175741
ACHE	0
ACIN1	0.0393677939223492
ACKR1	0.0371165729307268
ACKR2	0.574098426806005
ACKR3	0.574098426806005
ACKR4	0.574098426806005
ACLY	0.102942933261032
ACMSD	0.00647560109377156
ACO1	0.00424237598085655
ACO2	0.00424237598085655
ACOD1	0.0829455912361071
ACOT1	0.316026874406605
ACOT11	0
ACOT12	0
ACOT13	0.0633137488246299
ACOT2	0.316026874406605
ACOT4	0.316026874406605
ACOT6	0.316026874406605
ACOT7	0
ACOT8	0
ACOT9	0.0172210440505548
ACOX1	0.0118153522971331
ACOX2	0.0118153522971331
ACOX3	0.0118153522971331
ACOXL	0.0118153522971331
ACP1	0.0118153522971331
ACP2	0.0633137488246299
ACP3	0.0633137488246299
ACP4	0.0633137488246299
ACP5	0
ACP6	0.0633137488246299
ACP7	0.0931762460428878
ACR	0.0187583119750647
ACRBP	0.0371165729307268
ACRV1	0.0371165729307268
ACSBG1	0.102942933261032
ACSBG2	0.102942933261032
ACSF2	0.102942933261032
ACSF3	0.102942933261032
ACSL1	0.102942933261032
ACSL3	0.102942933261032
ACSL4	0.102942933261032
ACSL5	0.102942933261032
ACSL6	0.102942933261032
ACSM1	0.102942933261032
ACSM2A	0.102942933261032
ACSM2B	0.102942933261032
ACSM3	0.102942933261032
ACSM4	0.102942933261032
ACSM5	0.102942933261032
ACSM6	0.102942933261032
ACSS1	0.102942933261032
ACSS2	0.102942933261032
ACSS3	0.102942933261032
ACTA1	0.102942933261032
ACTA2	0.102942933261032
ACTB	0.102942933261032
ACTBL2	0.102942933261032
ACTC1	0.102942933261032
ACTG1	0.102942933261032
ACTG2	0.102942933261032
ACTL10	0.102942933261032
ACTL6A	0.102942933261032
ACTL6B	0.102942933261032
ACTL7A	0.102942933261032
ACTL7B	0.102942933261032
ACTL8	0.102942933261032
ACTL9	0.102942933261032
ACTN1	0.00424237598085655
ACTN2	0.102942933261032
ACTN3	0.102942933261032
ACTN4	0.102942933261032
ACTR10	0.102942933261032
ACTR1A	0.102942933261032
ACTR1B	0.102942933261032
ACTR2	0.102942933261032
ACTR3	0.102942933261032
ACTR3B	0.102942933261032
ACTR3C	0.102942933261032
ACTR5	0.102942933261032
ACTR6	0.102942933261032
ACTR8	0.102942933261032
ACTRT1	0.102942933261032
ACTRT2	0.102942933261032
ACTRT3	0.102942933261032
ACVR1	0.102942933261032
ACVR1B	0.102942933261032
ACVR1C	0.102942933261032
ACVR2A	0.102942933261032
ACVR2B	0.102942933261032
ACVRL1	0.102942933261032
ACY1	0.0118153522971331
ACY3	0.0829455912361071
ACYP1	1
ACYP2	1
ADA	0.0189865574116642
ADA2	0.0189865574116642
ADAD1	0.0393677939223492
ADAD2	0.0393677939223492
ADAL	0.0189865574116642
ADAM10	0.0305890252002635
ADAM11	0.0305890252002635
ADAM12	0.0305890252002635
ADAM15	0.0305890252002635
ADAM17	0.0305890252002635
ADAM18	0.0305890252002635
ADAM19	0.0305890252002635
ADAM2	0.0305890252002635
ADAM20	0.0305890252002635
ADAM21	0.0305890252002635
ADAM22	0.0305890252002635
ADAM23	0.0305890252002635
ADAM28	0.0305890252002635
ADAM29	0.0305890252002635
ADAM30	0.0305890252002635
ADAM32	0.0305890252002635
ADAM33	0.0305890252002635
ADAM7	0.0305890252002635
ADAM8	0.0305890252002635
ADAM9	0.0305890252002635
ADAMDEC1	0.0350687028935905
ADAMTS1	0.142601177253559
ADAMTS10	0.142601177253559
ADAMTS12	0.142601177253559
ADAMTS13	0.142601177253559
ADAMTS14	0.142601177253559
ADAMTS15	0.142601177253559
ADAMTS16	0.142601177253559
ADAMTS17	0.142601177253559
ADAMTS18	0.142601177253559
ADAMTS19	0.142601177253559
ADAMTS2	0.142601177253559
ADAMTS20	0.142601177253559
ADAMTS3	0.142601177253559
ADAMTS4	0.142601177253559
ADAMTS5	0.142601177253559
ADAMTS6	0.142601177253559
ADAMTS7	0.142601177253559
ADAMTS8	0.142601177253559
ADAMTS9	0.142601177253559
ADAMTSL1	0.142601177253559
ADAMTSL2	0.142601177253559
ADAMTSL3	0.142601177253559
ADAMTSL4	0.142601177253559
ADAMTSL5	0.574098426806005
ADAP1	0.102942933261032
ADAP2	0.102942933261032
ADAR	0.0189865574116642
ADARB1	0.0189865574116642
ADARB2	0.0189865574116642
ADAT1	0.0189865574116642
ADAT2	0.102942933261032
ADAT3	0.102942933261032
ADCK1	0.00424237598085655
ADCK2	0.0118153522971331
ADCK5	0.00424237598085655
ADCY1	0.153980198608166
ADCY10	0.153980198608166
ADCY2	0.153980198608166
ADCY3	0.153980198608166
ADCY4	0.153980198608166
ADCY5	0.153980198608166
ADCY6	0.153980198608166
ADCY7	0.153980198608166
ADCY8	0.153980198608166
ADCY9	0.153980198608166
ADCYAP1	0.0371165729307268
ADCYAP1R1	0.142601177253559
ADD1	0.0305890252002635
ADD2	0.0305890252002635
ADD3	0.0305890252002635
ADGB	0.0166049346799574
ADGRA1	0.142601177253559
ADGRA2	0.0393677939223492
ADGRA3	0.0393677939223492
ADGRB1	0.142601177253559
ADGRB2	0.142601177253559
ADGRB3	0.142601177253559
ADGRD1	0.142601177253559
ADGRD2	0.142601177253559
ADGRE1	0.142601177253559
ADGRE2	0.142601177253559
ADGRE3	0.142601177253559
ADGRE5	0.142601177253559
ADGRF1	0.142601177253559
ADGRF2	0.142601177253559
ADGRF3	0.142601177253559
ADGRF4	0.142601177253559
ADGRF5	0.142601177253559
ADGRG1	0.142601177253559
ADGRG2	0.058590689200344
ADGRG3	0.142601177253559
ADGRG4	0.142601177253559
ADGRG5	0.142601177253559
ADGRG6	0.058590689200344
ADGRG7	0.142601177253559
ADGRL1	0.142601177253559
ADGRL2	0.142601177253559
ADGRL3	0.142601177253559
ADGRL4	0.142601177253559
ADGRV1	0.058590689200344
ADH1A	0.0189865574116642
ADH1B	0.0189865574116642
ADH1C	0.0189865574116642
ADH4	0.0189865574116642
ADH5	0.0189865574116642
ADH6	0.0189865574116642
ADH7	0.0189865574116642
ADHFE1	0
ADI1	0.0118153522971331
ADIG	0.00639484343549011
ADIPOQ	0.574098426806005
ADIPOR1	0.0118153522971331
ADIPOR2	0.0118153522971331
ADIRF	0.00269382090005402
ADK	0.0118153522971331
ADM	0.0371165729307268
ADM2	0.0371165729307268
ADM5	0.00269382090005402
ADNP	0.0371165729307268
ADNP2	0.0371165729307268
ADO	0.040787729492819
ADORA1	0.574098426806005
ADORA2A	0.574098426806005
ADORA2B	0.574098426806005
ADORA3	0.574098426806005
ADPGK	0.058590689200344
ADPRH	0.316026874406605
ADPRHL1	0.0166049346799574
ADPRM	0
ADPRS	0.316026874406605
ADRA1A	0.574098426806005
ADRA1B	0.574098426806005
ADRA1D	0.574098426806005
ADRA2A	0.574098426806005
ADRA2B	0.574098426806005
ADRA2C	0.574098426806005
ADRB1	0.574098426806005
ADRB2	0.574098426806005
ADRB3	0.574098426806005
ADRM1	0.0633137488246299
ADSL	0.0118153522971331
ADSS1	0.0118153522971331
ADSS2	0.00424237598085655
ADTRP	0.574098426806005
AEBP1	0.0393677939223492
AEBP2	0.0230262943017288
AEN	0.102942933261032
AFAP1	0.0829455912361071
AFAP1L1	0.0829455912361071
AFAP1L2	0.0829455912361071
AFDN	0.0350687028935905
AFF1	0.574098426806005
AFF2	0.574098426806005
AFF3	0.574098426806005
AFF4	0.574098426806005
AFG1L	0.00424237598085655
AFG3L2	0.102942933261032
AFM	0.0371165729307268
AFMID	0.0172210440505548
AFP	0.0371165729307268
AFTPH	0.574098426806005
AGA	0.0172210440505548
AGAP1	0.102942933261032
AGAP2	0.102942933261032
AGAP3	0.102942933261032
AGAP4	0.102942933261032
AGAP5	0.102942933261032
AGAP6	0.102942933261032
AGAP9	0.102942933261032
AGBL1	1
AGBL2	1
AGBL3	1
AGBL4	1
AGBL5	1
AGER	0.574098426806005
AGFG1	0.102942933261032
AGFG2	0.102942933261032
AGGF1	0.0143162207175741
AGK	0.0118153522971331
AGL	0.0230262943017288
AGMAT	0.0118153522971331
AGMO	0.316026874406605
AGO1	0.0633137488246299
AGO2	0.0633137488246299
AGO3	0.0633137488246299
AGO4	0.0633137488246299
AGPAT1	0.0118153522971331
AGPAT2	0.0118153522971331
AGPAT3	0.00982564476906596
AGPAT4	0.00982564476906596
AGPAT5	0.00982564476906596
AGPS	0.0118153522971331
AGR2	0.316026874406605
AGR3	0.316026874406605
AGRN	0.153980198608166
AGRP	0.0371165729307268
AGT	0.574098426806005
AGTPBP1	1
AGTR1	0.574098426806005
AGTR2	0.574098426806005
AGTRAP	0.316026874406605
AGXT	0.0189865574116642
AGXT2	0.0118153522971331
AHCTF1	0.0335674848480421
AHCY	0.102942933261032
AHCYL1	0.102942933261032
AHCYL2	0.102942933261032
AHDC1	0.0829455912361071
AHI1	0.102942933261032
AHNAK	0.316026874406605
AHNAK2	0.574098426806005
AHR	0.574098426806005
AHRR	0.574098426806005
AHSA1	0.00130704149384362
AHSG	0.0371165729307268
AHSP	0.00639484343549011
AICDA	0.0371165729307268
AIDA	0.272256101335516
AIF1	0.316026874406605
AIF1L	0.058590689200344
AIFM1	0.0260154766007149
AIFM2	0.0118153522971331
AIFM3	0.102942933261032
AIG1	0.574098426806005
AIM2	0.00639484343549011
AIMP1	0.102942933261032
AIMP2	0.574098426806005
AIP	0.0931762460428878
AIPL1	0.0931762460428878
AIRE	0.00424237598085655
AJAP1	0.0371165729307268
AJM1	0.0829455912361071
AJUBA	0.0230262943017288
AK1	0.102942933261032
AK2	0.102942933261032
AK3	0.102942933261032
AK4	0.102942933261032
AK5	0.102942933261032
AK6	0.102942933261032
AK7	0.0931762460428878
AK8	0.102942933261032
AK9	0.102942933261032
AKAIN1	0.0371165729307268
AKAP1	0.058590689200344
AKAP10	0.142601177253559
AKAP11	0.0829455912361071
AKAP12	0.0371165729307268
AKAP13	0.0230262943017288
AKAP14	0.316026874406605
AKAP17A	0.0166049346799574
AKAP3	0.0371165729307268
AKAP4	0.0371165729307268
AKAP5	0.0371165729307268
AKAP6	0.0829455912361071
AKAP7	0.574098426806005
AKAP8	0.0371165729307268
AKAP8L	0.0371165729307268
AKAP9	0.574098426806005
AKIP1	0.0829455912361071
AKIRIN1	0.574098426806005
AKIRIN2	0.142601177253559
AKNA	0.316026874406605
AKNAD1	0.0371165729307268
AKR1A1	0.0189865574116642
AKR1B1	0.0189865574116642
AKR1B10	0.0189865574116642
AKR1B15	0.0189865574116642
AKR1C1	0.0189865574116642
AKR1C2	0.0189865574116642
AKR1C3	0.0189865574116642
AKR1C4	0.0189865574116642
AKR1C8	0.0189865574116642
AKR1D1	0.0189865574116642
AKR1E2	0.0189865574116642
AKR7A2	0.102942933261032
AKR7A3	0.0118153522971331
AKT1	0.102942933261032
AKT1S1	0.0829455912361071
AKT2	0.102942933261032
AKT3	0.102942933261032
AKTIP	0.00647560109377156
ALAD	0.0118153522971331
ALAS1	0.0189865574116642
ALAS2	0.0189865574116642
FBF1	0.0371165729307268
ALCAM	0.574098426806005
ALDH16A1	0.0189865574116642
ALDH18A1	0.00424237598085655
ALDH1A1	0.0189865574116642
ALDH1A2	0.0189865574116642
ALDH1A3	0.0189865574116642
ALDH1B1	0.0189865574116642
ALDH1L1	0.0189865574116642
ALDH1L2	0.0189865574116642
ALDH2	0.0189865574116642
ALDH3A1	0.0189865574116642
ALDH3A2	0.0189865574116642
ALDH3B1	0.0189865574116642
ALDH3B2	0.0189865574116642
ALDH4A1	0.0189865574116642
ALDH5A1	0.0189865574116642
ALDH6A1	0.0189865574116642
ALDH7A1	0.0189865574116642
ALDH8A1	0.0189865574116642
ALDH9A1	0.0189865574116642
ALDOA	0.0260154766007149
ALDOB	0.0260154766007149
ALDOC	0.0260154766007149
ALG1	0.0189865574116642
ALG10	0.00130704149384362
ALG10B	0.00130704149384362
ALG11	0.0189865574116642
ALG12	0.0143162207175741
ALG13	0.0189865574116642
ALG14	0.0189865574116642
ALG1L2	0.0189865574116642
ALG2	0.0189865574116642
ALG3	0.0118153522971331
ALG5	0.0118153522971331
ALG6	0.00424237598085655
ALG8	0.00424237598085655
ALG9	0.0118153522971331
ALK	0.102942933261032
ALKAL1	0.0371165729307268
ALKAL2	0.0371165729307268
ALKBH1	0.0260154766007149
ALKBH2	0
ALKBH3	0
ALKBH4	0.0633137488246299
ALKBH5	0.0212930223194585
ALKBH6	0.0633137488246299
ALKBH7	0.0187583119750647
ALKBH8	0.102942933261032
ALLC	0.0305890252002635
ALMS1	0.316026874406605
ALOX12	0
ALOX12B	0
ALOX15	0
ALOX15B	0
ALOX5	0
ALOX5AP	0.0371165729307268
ALOXE3	0
ALPG	0.0230262943017288
ALPI	0.0230262943017288
ALPK1	0.153980198608166
ALPK2	0.058590689200344
ALPK3	0.574098426806005
ALPL	0.0230262943017288
ALPP	0.0230262943017288
ALS2	0.102942933261032
ALS2CL	0.0931762460428878
ALX1	0.0335674848480421
ALX3	0.0335674848480421
ALX4	0.0335674848480421
ALYREF	0.00424237598085655
AMACR	0.00647560109377156
AMBN	0.0371165729307268
AMBP	0.574098426806005
AMBRA1	0.00424237598085655
AMD1	0.0118153522971331
AMDHD1	0
AMDHD2	0.0350687028935905
AMELX	0.0371165729307268
AMELY	0.0371165729307268
AMER1	0.0371165729307268
AMER2	0.0371165729307268
AMER3	0.0371165729307268
AMFR	0.102942933261032
AMH	0.0829455912361071
AMHR2	0.0189865574116642
AMIGO1	0.040787729492819
AMIGO2	0.0633137488246299
AMIGO3	0.0393677939223492
AMMECR1	0.102942933261032
AMMECR1L	0.102942933261032
AMN	0.574098426806005
AMN1	0.0143162207175741
AMOT	0.574098426806005
AMOTL1	0.574098426806005
AMOTL2	0.574098426806005
AMPD1	0.0189865574116642
AMPD2	0.0189865574116642
AMPD3	0.0189865574116642
AMPH	0.0305890252002635
AMT	0.00424237598085655
AMTN	0.00639484343549011
AMY1A	0.0166049346799574
AMY1B	0.0166049346799574
AMY1C	0.0166049346799574
AMY2A	0.0166049346799574
AMY2B	0.0166049346799574
AMZ1	0.316026874406605
AMZ2	0.316026874406605
ANAPC1	0.0189865574116642
ANAPC10	0.0189865574116642
ANAPC11	0.0393677939223492
ANAPC13	0.0829455912361071
ANAPC15	0.0829455912361071
ANAPC16	0.0829455912361071
ANAPC2	0.0189865574116642
ANAPC4	0.0172210440505548
ANAPC5	0.0393677939223492
ANAPC7	0.0931762460428878
ANG	0.00639484343549011
ANGEL1	0.102942933261032
ANGEL2	0.102942933261032
ANGPT1	0.058590689200344
ANGPT2	0.058590689200344
ANGPT4	0.058590689200344
ANGPTL1	0.058590689200344
ANGPTL2	0.058590689200344
ANGPTL3	0.574098426806005
ANGPTL4	0.058590689200344
ANGPTL5	0.058590689200344
ANGPTL6	0.058590689200344
ANGPTL7	0.058590689200344
ANGPTL8	0.0371165729307268
ANHX	0.574098426806005
ANK1	0.102942933261032
ANK2	0.102942933261032
ANK3	0.102942933261032
ANKAR	0.102942933261032
ANKDD1A	0.102942933261032
ANKDD1B	0.102942933261032
ANKEF1	0.102942933261032
ANKFN1	0.0187583119750647
ANKFY1	0.102942933261032
ANKH	0.0829455912361071
ANKHD1	0.102942933261032
ANKHD1-EIF4EBP3	0.102942933261032
ANKIB1	0.0189865574116642
ANKK1	0.102942933261032
ANKLE1	0.0260154766007149
ANKLE2	0.142601177253559
ANKMY1	0.0931762460428878
ANKMY2	0.0189865574116642
ANKRA2	0.102942933261032
ANKRD1	0.102942933261032
ANKRD10	0.102942933261032
ANKRD11	0.102942933261032
ANKRD12	0.102942933261032
ANKRD13A	0.0931762460428878
ANKRD13B	0.0931762460428878
ANKRD13C	0.0931762460428878
ANKRD13D	0.0931762460428878
ANKRD16	0.102942933261032
ANKRD17	0.102942933261032
ANKRD18A	0.102942933261032
ANKRD18B	0.102942933261032
ANKRD2	0.102942933261032
ANKRD20A1	0.102942933261032
ANKRD22	0.0633137488246299
ANKRD23	0.102942933261032
ANKRD24	0.102942933261032
ANKRD26	0.102942933261032
ANKRD27	0.102942933261032
ANKRD28	0.102942933261032
ANKRD29	0.102942933261032
ANKRD30A	0.102942933261032
ANKRD30B	0.102942933261032
ANKRD30BL	0.102942933261032
ANKRD31	0.102942933261032
ANKRD33	0.0143162207175741
ANKRD33B	0.0118153522971331
ANKRD34A	0.0260154766007149
ANKRD34B	0.0260154766007149
ANKRD34C	0.0260154766007149
ANKRD35	0.102942933261032
ANKRD36	0.102942933261032
ANKRD36B	0.102942933261032
ANKRD36C	0.102942933261032
ANKRD37	0.0393677939223492
ANKRD39	0.102942933261032
ANKRD40	0.0393677939223492
ANKRD40CL	0.00269382090005402
ANKRD42	0.102942933261032
ANKRD44	0.102942933261032
ANKRD45	0.0350687028935905
ANKRD46	0.102942933261032
ANKRD49	0.102942933261032
ANKRD50	0.102942933261032
ANKRD52	0.102942933261032
ANKRD53	0.102942933261032
ANKRD54	0.0829455912361071
ANKRD55	0.102942933261032
ANKRD6	0.102942933261032
ANKRD60	0.0931762460428878
ANKRD61	0.102942933261032
ANKRD62	0.102942933261032
ANKRD63	0.102942933261032
ANKRD65	0.102942933261032
ANKRD66	0.102942933261032
ANKRD7	0.102942933261032
ANKRD9	0.0829455912361071
ANKS1A	0.102942933261032
ANKS1B	0.102942933261032
ANKS3	0.102942933261032
ANKS4B	0.102942933261032
ANKS6	0.102942933261032
ANKUB1	0.316026874406605
ANKZF1	0.0118153522971331
ANLN	0.574098426806005
ANO1	0.0633137488246299
ANO10	0.0633137488246299
ANO2	0.0633137488246299
ANO3	0.0633137488246299
ANO4	0.0633137488246299
ANO5	0.0633137488246299
ANO6	0.0633137488246299
ANO7	0.0633137488246299
ANO8	0.0633137488246299
ANO9	0.0633137488246299
ANOS1	0.574098426806005
ANP32A	0.0260154766007149
ANP32B	0.0260154766007149
ANP32D	0.0237272463503843
ANP32E	0.0260154766007149
ANPEP	0.102942933261032
ANTKMT	0.0187583119750647
ANTXR1	0.316026874406605
ANTXR2	0.316026874406605
ANTXRL	0.316026874406605
ANXA1	0
ANXA10	0
ANXA11	0
ANXA13	0
ANXA2	0
ANXA2R	0.00269382090005402
ANXA3	0
ANXA4	0
ANXA5	0
ANXA6	0
ANXA7	0
ANXA8	0
ANXA8L1	0
ANXA9	0
AOAH	0.316026874406605
AOC1	0.0118153522971331
AOC2	0.0118153522971331
AOC3	0.0118153522971331
AOPEP	0.0189865574116642
AOX1	0.040787729492819
AP1AR	0.316026874406605
AP1B1	0.102942933261032
AP1G1	0.102942933261032
AP1G2	0.102942933261032
AP1M1	0.102942933261032
AP1M2	0.102942933261032
AP1S1	0.102942933261032
AP1S2	0.102942933261032
AP1S3	0.102942933261032
AP2A1	0.102942933261032
AP2A2	0.102942933261032
AP2B1	0.102942933261032
AP2M1	0.102942933261032
AP2S1	0.102942933261032
AP3B1	0.102942933261032
AP3B2	0.102942933261032
AP3D1	0.102942933261032
AP3M1	0.102942933261032
AP3M2	0.102942933261032
AP3S1	0.102942933261032
AP3S2	0.102942933261032
AP4B1	0.102942933261032
AP4E1	0.102942933261032
AP4M1	0.102942933261032
AP4S1	0.102942933261032
AP5B1	0.316026874406605
AP5M1	0.0212930223194585
AP5S1	0.316026874406605
AP5Z1	0.0212930223194585
APAF1	0.102942933261032
APBA1	0.142601177253559
APBA2	0.142601177253559
APBA3	0.142601177253559
APBB1	0.574098426806005
APBB1IP	0.574098426806005
APBB2	0.574098426806005
APBB3	0.574098426806005
APC	0.574098426806005
APC2	0.574098426806005
APCDD1	0.316026874406605
APCDD1L	0.316026874406605
APCS	0.574098426806005
APEH	0.0260154766007149
APELA	0.0371165729307268
APEX1	0.102942933261032
APEX2	0.102942933261032
APH1A	0.0393677939223492
APH1B	0.0393677939223492
API5	0.0335674848480421
APIP	0.0118153522971331
APLF	0.574098426806005
APLN	0.0371165729307268
APLNR	0.574098426806005
APLP1	0.574098426806005
APLP2	0.574098426806005
APMAP	0.040787729492819
APOA1	0.0371165729307268
APOA2	0.00639484343549011
APOA4	0.0371165729307268
APOA5	0.0371165729307268
APOB	0.574098426806005
APOBEC1	0.0371165729307268
APOBEC2	0.0371165729307268
APOBEC3A	0.0371165729307268
APOBEC3A_B	0.0371165729307268
APOBEC3B	0.0371165729307268
APOBEC3C	0.0371165729307268
APOBEC3D	0.0371165729307268
APOBEC3F	0.0371165729307268
APOBEC3G	0.0371165729307268
APOBEC3H	0.0371165729307268
APOBEC4	0.0371165729307268
APOBR	0.0371165729307268
APOC1	0.00639484343549011
APOC2	0.00639484343549011
APOC3	0.00639484343549011
APOC4	0.00639484343549011
APOD	0.0166049346799574
APOE	0.0371165729307268
APOF	0.0371165729307268
APOH	0.142601177253559
APOL1	0.0371165729307268
APOL2	0.0371165729307268
APOL3	0.0371165729307268
APOL4	0.0371165729307268
APOL5	0.0371165729307268
APOL6	0.0371165729307268
APOLD1	0.0371165729307268
APOM	0.0371165729307268
APOO	0.316026874406605
APOOL	0.316026874406605
APP	0.574098426806005
APPBP2	0.040787729492819
APPL1	0.0393677939223492
APPL2	0.0393677939223492
APRT	0.0118153522971331
APTX	0.0143162207175741
AQP1	0.0118153522971331
AQP10	0.0118153522971331
AQP11	0.0829455912361071
AQP12A	0.0829455912361071
AQP12B	0.0829455912361071
AQP2	0.0118153522971331
AQP3	0.0118153522971331
AQP4	0.0118153522971331
AQP5	0.0118153522971331
AQP6	0.0118153522971331
AQP7	0.0118153522971331
AQP7B	0.0118153522971331
AQP8	0.0118153522971331
AQP9	0.0118153522971331
AQR	0.102942933261032
AR	0.574098426806005
ARAF	0.102942933261032
ARAP1	0.102942933261032
ARAP2	0.102942933261032
ARAP3	0.102942933261032
ARC	0.0371165729307268
ARCN1	0.102942933261032
AREG	0.0371165729307268
AREL1	0.102942933261032
ARF1	0.102942933261032
ARF3	0.102942933261032
ARF4	0.102942933261032
ARF5	0.102942933261032
ARF6	0.102942933261032
ARFGAP1	0.102942933261032
ARFGAP2	0.102942933261032
ARFGAP3	0.102942933261032
ARFGEF1	0.102942933261032
ARFGEF2	0.102942933261032
ARFGEF3	0.0172210440505548
ARFIP1	0.142601177253559
ARFIP2	0.142601177253559
ARFRP1	0.102942933261032
TINAGL1	0.0118153522971331
ARG2	0.0118153522971331
ARGFX	0.0335674848480421
ARGLU1	0.0335674848480421
ARHGAP1	0.00130704149384362
ARHGAP10	0.00982564476906596
ARHGAP11A	0.00982564476906596
ARHGAP11A-SCG5	0.00982564476906596
ARHGAP11B	0.00982564476906596
ARHGAP12	0.00982564476906596
ARHGAP15	0.00982564476906596
ARHGAP17	0
ARHGAP18	0.00982564476906596
ARHGAP19	0.00982564476906596
ARHGAP20	0.00982564476906596
ARHGAP21	0.00982564476906596
ARHGAP22	0.0189865574116642
ARHGAP23	0.00982564476906596
ARHGAP24	0.0189865574116642
ARHGAP25	0.00982564476906596
ARHGAP26	0.00982564476906596
ARHGAP27	0.00982564476906596
ARHGAP28	0.00982564476906596
ARHGAP29	0.00982564476906596
ARHGAP30	0.00982564476906596
ARHGAP31	0.00982564476906596
ARHGAP32	0.00982564476906596
ARHGAP33	0.00982564476906596
ARHGAP35	0.00982564476906596
ARHGAP36	0.0230262943017288
ARHGAP39	0.00982564476906596
ARHGAP4	0.00982564476906596
ARHGAP40	0.00982564476906596
ARHGAP42	0.00982564476906596
ARHGAP44	0
ARHGAP45	0.00982564476906596
ARHGAP5	0.00982564476906596
ARHGAP6	0.00982564476906596
ARHGAP8	0
ARHGAP9	0.00982564476906596
ARHGDIA	0.00982564476906596
ARHGDIB	0.00982564476906596
