"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene_name"
"ENSG00000107968",0,1.23023657719945,0.771,0.148,0,"Immune cells","MAP3K8"
"ENSG00000112149",0,1.22804100916541,0.686,0.059,0,"Immune cells","CD83"
"ENSG00000103187",0,1.22738816583599,0.88,0.195,0,"Immune cells","COTL1"
"ENSG00000188042",0,1.22455106139027,0.711,0.05,0,"Immune cells","ARL4C"
"ENSG00000093072",0,1.22362260015787,0.623,0.083,0,"Immune cells","ADA2"
"ENSG00000081237",0,1.20562540263644,0.95,0.119,0,"Immune cells","PTPRC"
"ENSG00000122862",0,1.19980319002895,0.991,0.286,0,"Immune cells","SRGN"
"ENSG00000172243",0,1.19848192093216,0.614,0.063,0,"Immune cells","CLEC7A"
"ENSG00000204482",0,1.18805903991114,0.749,0.102,0,"Immune cells","LST1"
"ENSG00000176788",0,1.16688739362082,0.683,0.097,0,"Immune cells","BASP1"
"ENSG00000160255",0,1.15447943833958,0.848,0.104,0,"Immune cells","ITGB2"
"ENSG00000025708",0,1.15337672250835,0.85,0.345,0,"Immune cells","TYMP"
"ENSG00000026508",0,1.15213050115125,0.841,0.123,0,"Immune cells","CD44"
"ENSG00000028137",0,1.14759788684977,0.821,0.21,0,"Immune cells","TNFRSF1B"
"ENSG00000155307",0,1.14416549254846,0.763,0.096,0,"Immune cells","SAMSN1"
"ENSG00000140379",0,1.14328061367152,0.678,0.066,0,"Immune cells","BCL2A1"
"ENSG00000184588",0,1.14224327742256,0.671,0.092,0,"Immune cells","PDE4B"
"ENSG00000011600",0,1.14069775661207,0.906,0.122,0,"Immune cells","TYROBP"
"ENSG00000170525",0,1.13907425493228,0.705,0.144,0,"Immune cells","PFKFB3"
"ENSG00000142669",0,1.13731917432829,0.968,0.429,0,"Immune cells","SH3BGRL3"
"ENSG00000155926",0,1.12839855105682,0.758,0.11,0,"Immune cells","SLA"
"ENSG00000136167",0,1.12819296470308,0.931,0.186,0,"Immune cells","LCP1"
"ENSG00000196154",0,1.12760293882639,0.9,0.131,0,"Immune cells","S100A4"
"ENSG00000069849",0,1.12375871099686,0.826,0.226,0,"Immune cells","ATP1B3"
"ENSG00000130844",0,1.12129577394146,0.672,0.1,0,"Immune cells","ZNF331"
"ENSG00000169554",0,1.11568722411906,0.87,0.212,0,"Immune cells","ZEB2"
"ENSG00000110324",0,1.11274282144948,0.607,0.069,0,"Immune cells","IL10RA"
"ENSG00000275302",0,1.11267051603522,0.595,0.058,0,"Immune cells","CCL4"
"ENSG00000204257",0,1.10684835437501,0.566,0.053,0,"Immune cells","HLA-DMA"
"ENSG00000143110",0,1.09580066315798,0.762,0.105,0,"Immune cells","C1orf162"
"ENSG00000168461",0,1.09486789349699,0.667,0.135,0,"Immune cells","RAB31"
"ENSG00000019582",0,1.08639701769812,0.891,0.19,0,"Immune cells","CD74"
"ENSG00000153310",0,1.08318645532929,0.739,0.122,0,"Immune cells","CYRIB"
"ENSG00000143119",0,1.08307376930957,0.831,0.1,0,"Immune cells","CD53"
"ENSG00000109861",0,1.08286799242821,0.771,0.206,0,"Immune cells","CTSC"
"ENSG00000131238",0,1.08185537715143,0.678,0.155,0,"Immune cells","PPT1"
"ENSG00000205542",0,1.07665616877798,0.996,0.515,0,"Immune cells","TMSB4X"
"ENSG00000051523",0,1.075869172609,0.971,0.278,0,"Immune cells","CYBA"
"ENSG00000127951",0,1.07263689676411,0.704,0.156,0,"Immune cells","FGL2"
"ENSG00000121966",0,1.05290049151954,0.817,0.068,0,"Immune cells","CXCR4"
"ENSG00000117091",0,1.04898193108018,0.689,0.046,0,"Immune cells","CD48"
"ENSG00000119655",0,1.04177788025764,0.852,0.378,0,"Immune cells","NPC2"
"ENSG00000132334",0,1.03917662157189,0.727,0.148,0,"Immune cells","PTPRE"
"ENSG00000059728",0,1.03828175949788,0.703,0.133,0,"Immune cells","MXD1"
"ENSG00000163162",0,1.03581473830001,0.804,0.252,0,"Immune cells","RNF149"
"ENSG00000158050",0,1.03299895754797,0.692,0.052,0,"Immune cells","DUSP2"
"ENSG00000175567",0,1.02888798006239,0.609,0.062,0,"Immune cells","UCP2"
"ENSG00000162511",0,1.02816019260753,0.89,0.156,0,"Immune cells","LAPTM5"
"ENSG00000115956",0,1.02039299315848,0.725,0.103,0,"Immune cells","PLEK"
"ENSG00000082074",0,1.01394668531378,0.825,0.112,0,"Immune cells","FYB1"
"ENSG00000254087",0,1.0139263450035,0.718,0.208,0,"Immune cells","LYN"
"ENSG00000169756",0,1.01352750282263,0.767,0.348,0,"Immune cells","LIMS1"
"ENSG00000118503",0,1.01282689291114,0.766,0.168,0,"Immune cells","TNFAIP3"
"ENSG00000115232",0,1.0123539355597,0.575,0.064,0,"Immune cells","ITGA4"
"ENSG00000115935",0,1.00978248525163,0.722,0.118,0,"Immune cells","WIPF1"
"ENSG00000148908",0,1.00098662919677,0.564,0.057,0,"Immune cells","RGS10"
"ENSG00000189067",0,0.99822009767947,0.912,0.473,0,"Immune cells","LITAF"
"ENSG00000034510",0,0.982994868635853,0.995,0.417,0,"Immune cells","TMSB10"
"ENSG00000116741",0,0.957541305846455,0.664,0.094,0,"Immune cells","RGS2"
"ENSG00000048740",0,0.945955193543578,0.712,0.083,0,"Immune cells","CELF2"
"ENSG00000164733",0,0.943464946268816,0.832,0.57,0,"Immune cells","CTSB"
"ENSG00000139278",0,0.938134328918323,0.666,0.091,0,"Immune cells","GLIPR1"
"ENSG00000163466",0,0.919939881680568,0.964,0.557,0,"Immune cells","ARPC2"
"ENSG00000109321",0,0.914839616480388,0.604,0.061,0,"Immune cells","AREG"
"ENSG00000111348",0,0.912222396883294,0.905,0.231,0,"Immune cells","ARHGDIB"
"ENSG00000142634",0,0.909727370936765,0.757,0.223,0,"Immune cells","EFHD2"
"ENSG00000111229",0,0.90254461699137,0.937,0.533,0,"Immune cells","ARPC3"
"ENSG00000090104",0,0.900001273295591,0.543,0.045,0,"Immune cells","RGS1"
"ENSG00000163191",0,0.898331338756318,0.909,0.298,0,"Immune cells","S100A11"
"ENSG00000101347",0,0.897576554468063,0.785,0.27,0,"Immune cells","SAMHD1"
"ENSG00000059804",0,0.894887555734619,0.824,0.245,0,"Immune cells","SLC2A3"
"ENSG00000026025",0,0.893183230010311,0.943,0.252,0,"Immune cells","VIM"
"ENSG00000126264",0,0.891546792177868,0.611,0.051,0,"Immune cells","HCST"
"ENSG00000021355",0,0.878186826749649,0.802,0.309,0,"Immune cells","SERPINB1"
"ENSG00000142227",0,0.877564339038239,0.773,0.167,0,"Immune cells","EMP3"
"ENSG00000104763",0,0.86465649067642,0.83,0.463,0,"Immune cells","ASAH1"
"ENSG00000180353",0,0.861698732794978,0.752,0.142,0,"Immune cells","HCLS1"
"ENSG00000234745",0,0.838690504311486,0.987,0.52,0,"Immune cells","HLA-B"
"ENSG00000130429",0,0.837611040783004,0.747,0.241,0,"Immune cells","ARPC1B"
"ENSG00000140575",0,0.833954463750037,0.85,0.265,0,"Immune cells","IQGAP1"
"ENSG00000100906",0,0.833561670093882,0.933,0.597,0,"Immune cells","NFKBIA"
"ENSG00000115165",0,0.820088638905617,0.56,0.047,0,"Immune cells","CYTIP"
"ENSG00000138071",0,0.809345017924651,0.923,0.55,0,"Immune cells","ACTR2"
"ENSG00000081320",0,0.809336738543953,0.616,0.067,0,"Immune cells","STK17B"
"ENSG00000128340",0,0.796876672166801,0.545,0.051,0,"Immune cells","RAC2"
"ENSG00000133639",0,0.794377174985081,0.965,0.688,0,"Immune cells","BTG1"
"ENSG00000169442",0,0.782156969163853,0.556,0.047,0,"Immune cells","CD52"
"ENSG00000067560",0,0.762323521684022,0.939,0.573,0,"Immune cells","RHOA"
"ENSG00000197747",0,0.759138639052472,0.866,0.456,0,"Immune cells","S100A10"
"ENSG00000163041",0,0.758114710402588,0.964,0.664,0,"Immune cells","H3-3A"
"ENSG00000167996",0,0.751618079018741,0.989,0.752,0,"Immune cells","FTH1"
"ENSG00000075624",0,0.74180127260158,0.998,0.901,0,"Immune cells","ACTB"
"ENSG00000128016",0,0.738160375175384,0.943,0.476,0,"Immune cells","ZFP36"
"ENSG00000172757",0,0.734368444862513,0.973,0.638,0,"Immune cells","CFL1"
"ENSG00000162704",0,0.729449573308542,0.9,0.531,0,"Immune cells","ARPC5"
"ENSG00000145425",0,0.728234633595615,0.988,0.691,0,"Immune cells","RPS3A"
"ENSG00000184009",0,0.707230308257039,0.978,0.68,0,"Immune cells","ACTG1"
"ENSG00000163220",0,0.704089454576541,0.745,0.15,0,"Immune cells","S100A9"
"ENSG00000132475",0,0.703498879991318,0.985,0.709,0,"Immune cells","H3-3B"
"ENSG00000161970",0,0.692695462678053,0.975,0.672,0,"Immune cells","RPL26"
"ENSG00000167283",0,0.691770625845832,0.911,0.58,0,"Immune cells","ATP5MG"
"ENSG00000070756",0,0.68132576948244,0.983,0.761,0,"Immune cells","PABPC1"
"ENSG00000104904",0,0.677395999475159,0.973,0.683,0,"Immune cells","OAZ1"
"ENSG00000134419",0,0.673774707832203,0.99,0.69,0,"Immune cells","RPS15A"
"ENSG00000110700",0,0.671606271663578,0.991,0.694,0,"Immune cells","RPS13"
"ENSG00000204525",0,0.666634884963926,0.928,0.527,0,"Immune cells","HLA-C"
"ENSG00000108518",0,0.655033081348927,0.964,0.666,0,"Immune cells","PFN1"
"ENSG00000065978",0,0.64739839095032,0.938,0.62,0,"Immune cells","YBX1"
"ENSG00000122026",0,0.638274912807806,0.991,0.708,0,"Immune cells","RPL21"
"ENSG00000198918",0,0.636778449511492,0.997,0.798,0,"Immune cells","RPL39"
"ENSG00000138326",0,0.610501867062979,0.993,0.802,0,"Immune cells","RPS24"
"ENSG00000146278",0,0.606855971589604,0.946,0.732,0,"Immune cells","PNRC1"
"ENSG00000186468",0,0.605926843321741,0.988,0.698,0,"Immune cells","RPS23"
"ENSG00000143947",0,0.596876344803553,0.993,0.715,0,"Immune cells","RPS27A"
"ENSG00000198840",0,0.58773786733942,0.999,0.709,0,"Immune cells","MT-ND3"
"ENSG00000173812",0,0.578390179128432,0.997,0.808,0,"Immune cells","EIF1"
"ENSG00000163682",0,0.575989732961767,0.992,0.721,0,"Immune cells","RPL9"
"ENSG00000130522",0,0.57191668928064,0.979,0.791,0,"Immune cells","JUND"
"ENSG00000120129",0,0.569806571051782,0.952,0.825,0,"Immune cells","DUSP1"
"ENSG00000198242",0,0.56553849209459,0.955,0.634,0,"Immune cells","RPL23A"
"ENSG00000118181",0,0.564638688967588,0.957,0.656,0,"Immune cells","RPS25"
"ENSG00000109475",0,0.561556595304958,0.997,0.77,0,"Immune cells","RPL34"
"ENSG00000149806",0,0.544825234013241,0.978,0.668,0,"Immune cells","FAU"
"ENSG00000156482",0,0.536374621245704,0.989,0.717,0,"Immune cells","RPL30"
"ENSG00000166710",0,0.534502245630533,1,0.91,0,"Immune cells","B2M"
"ENSG00000177954",0,0.52946648044657,0.989,0.721,0,"Immune cells","RPS27"
"ENSG00000112306",0,0.519997462157428,0.992,0.774,0,"Immune cells","RPS12"
"ENSG00000147403",0,0.519980901220967,0.996,0.729,0,"Immune cells","RPL10"
"ENSG00000108107",0,0.507851748160798,0.995,0.783,0,"Immune cells","RPL28"
"ENSG00000124172",0,0.498660053235017,0.988,0.777,0,"Immune cells","ATP5F1E"
"ENSG00000197958",0,0.490114699092553,0.994,0.746,0,"Immune cells","RPL12"
"ENSG00000137818",0,0.487847052952693,1,0.822,0,"Immune cells","RPLP1"
"ENSG00000229117",0,0.420534337425239,0.997,0.874,0,"Immune cells","RPL41"
"ENSG00000198712",0,0.354496766373007,1,0.998,0,"Immune cells","MT-CO2"
"ENSG00000198899",0,0.342942389421166,1,0.997,0,"Immune cells","MT-ATP6"
"ENSG00000100644",4.80564038431915e-308,0.925449083410483,0.836,0.373,2.8162974908264E-303,"Immune cells","HIF1A"
"ENSG00000100097",4.68156135148592E-307,0.798629729783785,0.805,0.396,2.74358221442481E-302,"Immune cells","LGALS1"
"ENSG00000131236",1.37636378605381E-303,0.770670304428369,0.841,0.432,8.06604233178973E-299,"Immune cells","CAP1"
"ENSG00000197629",1.51825494271212E-303,1.15690743441352,0.625,0.089,8.89758126627013E-299,"Immune cells","MPEG1"
"ENSG00000221983",4.10903888265826E-303,0.487079312086111,0.985,0.761,2.40806114679305E-298,"Immune cells","UBA52"
"ENSG00000197746",5.13905846856923E-303,0.774859890031444,0.847,0.625,3.01169382492031E-298,"Immune cells","PSAP"
"ENSG00000135046",1.18726135888149E-302,0.630971957420848,0.633,0.106,6.95782646758908E-298,"Immune cells","ANXA1"
"ENSG00000184922",1.98873074219532E-302,0.925612730938165,0.58,0.076,1.16547576415615E-297,"Immune cells","FMNL1"
"ENSG00000104894",1.32743805748633E-301,0.680592275060814,0.572,0.066,7.77931799209291E-297,"Immune cells","CD37"
"ENSG00000242574",4.4379152086119E-301,1.12147949429508,0.501,0.036,2.60079582885492E-296,"Immune cells","HLA-DMB"
"ENSG00000110079",6.05206598144156E-301,1.15318446738277,0.591,0.082,3.54675274776401E-296,"Immune cells","MS4A4A"
"ENSG00000164111",8.02851763797964E-299,0.770070095458144,0.857,0.465,4.70503247656159E-294,"Immune cells","ANXA5"
"ENSG00000233927",2.51933982876568E-298,0.459733934141385,0.996,0.755,1.47643391324984E-293,"Immune cells","RPS28"
"ENSG00000162711",3.43586749210646E-298,1.33201426383463,0.553,0.06,2.01355578507407E-293,"Immune cells","NLRP3"
"ENSG00000124614",9.42771682345898E-298,0.63030295336359,0.849,0.473,5.5250191672199E-293,"Immune cells","RPS10"
"ENSG00000116251",3.49140035657178E-297,0.578566860254297,0.935,0.633,2.04610026496533E-292,"Immune cells","RPL22"
"ENSG00000130066",4.50141219180086E-297,0.549442077297636,0.95,0.889,2.63800760088298E-292,"Immune cells","SAT1"
"ENSG00000166501",7.30762442304134E-297,0.922756762555256,0.543,0.058,4.28256021687915E-292,"Immune cells","PRKCB"
"ENSG00000162924",3.70215812768098E-296,0.886824667059615,0.72,0.201,2.16961274914616E-291,"Immune cells","REL"
"ENSG00000110077",7.89151205286844E-296,1.03432422440676,0.71,0.173,4.62474172346302E-291,"Immune cells","MS4A6A"
"ENSG00000114942",2.29122257744823E-293,0.589336654471665,0.915,0.58,1.34274807928776E-288,"Immune cells","EEF1B2"
"ENSG00000144713",2.46367563678918E-293,0.474683839059489,0.993,0.755,1.44381247018393E-288,"Immune cells","RPL32"
"ENSG00000137331",5.29724427777144E-293,0.924438291174349,0.702,0.206,3.10439703654517E-288,"Immune cells","IER3"
"ENSG00000131981",6.0813284585726E-293,0.742806351269112,0.678,0.164,3.56390172986189E-288,"Immune cells","LGALS3"
"ENSG00000141526",8.82362450751413E-292,1.02246086345397,0.584,0.089,5.17099690638358E-287,"Immune cells","SLC16A3"
"ENSG00000197956",1.01838196042982E-291,0.703835017075512,0.769,0.223,5.96812564090289E-287,"Immune cells","S100A6"
"ENSG00000156508",5.30084351490253E-291,0.354938432831893,1,0.927,3.10650633347348E-286,"Immune cells","EEF1A1"
"ENSG00000185862",1.00628707461544E-290,0.775777117479042,0.6,0.088,5.89724477207631E-286,"Immune cells","EVI2B"
"ENSG00000164687",5.02724939155157E-290,0.743888711696725,0.553,0.075,2.94616923342488E-285,"Immune cells","FABP5"
"ENSG00000112799",3.40083367536369E-287,1.15655463175459,0.482,0.032,1.99302456711014E-282,"Immune cells","LY86"
"ENSG00000147604",2.4043054269181E-286,0.538596917334726,0.943,0.661,1.40901915239108E-281,"Immune cells","RPL7"
"ENSG00000143226",1.5783833228189E-285,0.923835239442986,0.59,0.088,9.24995762504791E-281,"Immune cells","FCGR2A"
"ENSG00000105640",2.9623183557083E-285,0.518511378142683,0.993,0.694,1.73603704917929E-280,"Immune cells","RPL18A"
"ENSG00000185477",3.09904513364253E-285,1.09116293983746,0.474,0.029,1.81616441011987E-280,"Immune cells","GPRIN3"
"ENSG00000123349",2.55929600645372E-284,0.564123770842261,0.939,0.651,1.49984983162214E-279,"Immune cells","PFDN5"
"ENSG00000066336",5.95888004879171E-284,0.830172925804928,0.62,0.099,3.49214206379389E-279,"Immune cells","SPI1"
"ENSG00000043462",8.33827467664566E-283,0.93139505484996,0.615,0.106,4.88656249150142E-278,"Immune cells","LCP2"
"ENSG00000174748",2.54269007888293E-282,0.522174649935102,0.987,0.685,1.49011809382855E-277,"Immune cells","RPL15"
"ENSG00000187514",5.87568145571557E-281,0.500001097411512,0.996,0.781,3.44338436030755E-276,"Immune cells","PTMA"
"ENSG00000118816",7.88811382866052E-281,0.643754749527048,0.898,0.582,4.62275022814821E-276,"Immune cells","CCNI"
"ENSG00000099985",1.25232713337989E-280,1.59528893125332,0.506,0.047,7.33913793245951E-276,"Immune cells","OSM"
"ENSG00000171223",2.7450560268971E-279,0.644746742824068,0.949,0.566,1.60871263400277E-274,"Immune cells","JUNB"
"ENSG00000084207",3.73660941809851E-279,0.669246105359894,0.803,0.251,2.18980258338245E-274,"Immune cells","GSTP1"
"ENSG00000134516",3.92853103615917E-279,0.960589431037985,0.537,0.061,2.30227632843072E-274,"Immune cells","DOCK2"
"ENSG00000020633",3.54703077423746E-278,0.976392542470223,0.448,0.02,2.07870191493412E-273,"Immune cells","RUNX3"
"ENSG00000120063",1.6333905522319E-277,1.02430315214653,0.667,0.197,9.57232199229984E-273,"Immune cells","GNA13"
"ENSG00000187116",9.96395794715004E-277,1.35467675657164,0.458,0.028,5.83927791534781E-272,"Immune cells","LILRA5"
"ENSG00000140678",1.10433315100947E-276,1.08890888150253,0.551,0.068,6.47183399817591E-272,"Immune cells","ITGAX"
"ENSG00000171863",4.17535547749964E-275,0.508677405071234,0.971,0.697,2.44692532403389E-270,"Immune cells","RPS7"
"ENSG00000137575",6.49952871014602E-275,0.710053970682845,0.865,0.492,3.80898380529397E-270,"Immune cells","SDCBP"
"ENSG00000102879",6.72665856972133E-275,0.690330193403153,0.545,0.069,3.94209098819949E-270,"Immune cells","CORO1A"
"ENSG00000070831",2.29992540495384E-274,0.646732260794987,0.896,0.571,1.34784828431915E-269,"Immune cells","CDC42"
"ENSG00000166920",8.70944535592417E-274,1.37414065996041,0.421,0.01,5.1040833563858E-269,"Immune cells","C15orf48"
"ENSG00000178726",1.1171491027725E-272,1.14616071916926,0.64,0.157,6.54694060188798E-268,"Immune cells","THBD"
"ENSG00000257764",1.77852453755006E-271,1.07568931398758,0.516,0.061,1.04228651998584E-266,"Immune cells",""
"ENSG00000131171",8.99372787458968E-271,0.81468513601952,0.758,0.299,5.27068428362453E-266,"Immune cells","SH3BGRL"
"ENSG00000196352",3.52649062496436E-270,0.77883624017471,0.725,0.227,2.06666456585411E-265,"Immune cells","CD55"
"ENSG00000197872",1.14535224989452E-269,1.17448365387505,0.532,0.072,6.71222232528185E-265,"Immune cells","CYRIA"
"ENSG00000114013",3.86283539904251E-269,1.32203946394858,0.467,0.033,2.26377605725487E-264,"Immune cells","CD86"
"ENSG00000163734",1.23692141631303E-268,1.28807280833994,0.516,0.073,7.24885426816089E-264,"Immune cells","CXCL3"
"ENSG00000102265",1.69939377451987E-268,0.850355007959941,0.807,0.304,9.95912727619623E-264,"Immune cells","TIMP1"
"ENSG00000147065",7.85157212060788E-268,0.727884118373584,0.834,0.393,4.60133532556104E-263,"Immune cells","MSN"
"ENSG00000187474",8.95834373507547E-268,1.73668867205312,0.473,0.043,5.24994776250363E-263,"Immune cells","FPR3"
"ENSG00000104972",1.09846043995958E-267,1.41517858088151,0.499,0.053,6.43741756233913E-263,"Immune cells","LILRB1"
"ENSG00000177600",3.13293754528663E-267,0.475376446452942,0.993,0.737,1.83602671903978E-262,"Immune cells","RPLP2"
"ENSG00000196735",3.69182203696101E-267,1.16437672880207,0.393,0,2.16355538654063E-262,"Immune cells","HLA-DQA1"
"ENSG00000038427",6.05072194454168E-267,0.992180595454523,0.546,0.081,3.54596508837921E-262,"Immune cells","VCAN"
"ENSG00000182287",9.87588728104185E-267,0.950110906071591,0.684,0.191,5.78766498218177E-262,"Immune cells","AP1S2"
"ENSG00000143933",3.52771370357623E-266,0.613661904771588,0.885,0.581,2.06738133884381E-261,"Immune cells","CALM2"
"ENSG00000177575",6.65493822004858E-266,0.873188811992538,0.63,0.102,3.90005999447727E-261,"Immune cells","CD163"
"ENSG00000130755",2.62316474430393E-263,0.684004757701789,0.667,0.166,1.53727946675188E-258,"Immune cells","GMFG"
"ENSG00000198034",3.50372681550726E-263,0.468329521622183,0.981,0.721,2.05332406295988E-258,"Immune cells","RPS4X"
"ENSG00000198727",5.19742148822921E-263,0.379459505457018,1,0.991,3.04589688896185E-258,"Immune cells","MT-CYB"
"ENSG00000123338",1.98990751685439E-262,0.908953369398109,0.548,0.073,1.16616540117734E-257,"Immune cells","NCKAP1L"
"ENSG00000163563",3.52963353546643E-261,0.746587552413567,0.572,0.091,2.06850643712475E-256,"Immune cells","MNDA"
"ENSG00000114353",5.60101237927448E-260,0.649198914317055,0.875,0.533,3.28241729475002E-255,"Immune cells","GNAI2"
"ENSG00000204397",7.40252632222497E-259,0.93661620525795,0.523,0.077,4.33817652587672E-254,"Immune cells","CARD16"
"ENSG00000150337",7.9636257607237E-259,1.3213177926574,0.443,0.03,4.66700324081452E-254,"Immune cells","FCGR1A"
"ENSG00000155465",1.89404200524007E-258,1.10527069422869,0.521,0.067,1.10998437675089E-253,"Immune cells","SLC7A7"
"ENSG00000153395",9.39311413353639E-258,0.990274652734378,0.507,0.067,5.50474060681767E-253,"Immune cells","LPCAT1"
"ENSG00000116044",2.63652604725698E-257,0.715906584530429,0.832,0.498,1.54510972473448E-252,"Immune cells","NFE2L2"
"ENSG00000115271",3.34028299418156E-257,0.750190563060357,0.607,0.142,1.95753944591016E-252,"Immune cells","GCA"
"ENSG00000018280",3.88168893605471E-257,0.892290737304636,0.592,0.106,2.2748249840855E-252,"Immune cells","SLC11A1"
"ENSG00000092820",1.06992913761647E-256,0.735686139566154,0.71,0.297,6.27021271808757E-252,"Immune cells","EZR"
"ENSG00000127507",1.78059397436055E-256,1.15480989168828,0.533,0.08,1.04349929273426E-251,"Immune cells","ADGRE2"
"ENSG00000196262",7.56763718093928E-256,0.552720148031983,0.934,0.648,4.43493809351765E-251,"Immune cells","PPIA"
"ENSG00000070961",1.00707098171908E-255,0.917462219250736,0.717,0.313,5.9018387812665E-251,"Immune cells","ATP2B1"
"ENSG00000143384",3.80384684132913E-254,0.587858728251434,0.93,0.673,2.22920640289252E-249,"Immune cells","MCL1"
"ENSG00000166340",4.95066679417056E-254,0.912645731702201,0.754,0.386,2.90128876805572E-249,"Immune cells","TPP1"
"ENSG00000135821",1.22232631465824E-253,0.687742205925672,0.847,0.575,7.16332113442318E-249,"Immune cells","GLUL"
"ENSG00000141480",8.24795914214997E-253,0.814906918902489,0.608,0.132,4.83363397566557E-248,"Immune cells","ARRB2"
"ENSG00000206503",8.41750340729989E-253,0.538673876452843,0.965,0.638,4.93299369681403E-248,"Immune cells","HLA-A"
"ENSG00000167613",1.16579422688128E-252,1.06050241174606,0.49,0.054,6.83202048721506E-248,"Immune cells","LAIR1"
"ENSG00000164924",1.17728891231881E-252,0.647014253628507,0.869,0.513,6.89938394175315E-248,"Immune cells","YWHAZ"
"ENSG00000145741",2.25895873590418E-251,0.592318318005383,0.912,0.582,1.32384017758929E-246,"Immune cells","BTF3"
"ENSG00000159388",2.59093668760642E-251,0.663788630666766,0.697,0.2,1.51839253640487E-246,"Immune cells","BTG2"
"ENSG00000082397",1.36274561092874E-249,1.1688695264412,0.495,0.061,7.98623437828677E-245,"Immune cells","EPB41L3"
"ENSG00000172216",2.11694833372949E-249,0.580251203566134,0.866,0.695,1.24061640149883E-244,"Immune cells","CEBPB"
"ENSG00000213639",8.58061030184524E-249,0.7290079266284,0.788,0.432,5.02858086129339E-244,"Immune cells","PPP1CB"
"ENSG00000196531",8.29476815421187E-248,0.470405684748472,0.974,0.731,4.86106592909432E-243,"Immune cells","NACA"
"ENSG00000169413",1.56248641693137E-247,0.988740362138451,0.526,0.076,9.15679539778459E-243,"Immune cells","RNASE6"
"ENSG00000178695",5.15858296517779E-247,0.803483920083759,0.628,0.135,3.02313596091279E-242,"Immune cells","KCTD12"
"ENSG00000132510",3.6407876616003E-246,0.801276414204334,0.726,0.25,2.13364720120424E-241,"Immune cells","KDM6B"
"ENSG00000243449",3.81571708534879E-246,0.889093658425266,0.602,0.137,2.23616284069781E-241,"Immune cells","C4orf48"
