"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene_name"
"ENSG00000161267",0,1.06974702339125,0.627,0.081,0,"Neurons","BDH1"
"ENSG00000174738",0,1.06968081682201,0.704,0.261,0,"Neurons","NR1D2"
"ENSG00000134684",0,1.06938466906549,0.642,0.091,0,"Neurons","YARS1"
"ENSG00000088986",0,1.06934878935399,0.691,0.373,0,"Neurons","DYNLL1"
"ENSG00000079246",0,1.06912920753445,0.807,0.386,0,"Neurons","XRCC5"
"ENSG00000067248",0,1.06905586669046,0.707,0.206,0,"Neurons","DHX29"
"ENSG00000160007",0,1.06825455474045,0.714,0.288,0,"Neurons","ARHGAP35"
"ENSG00000138411",0,1.06791557753535,0.572,0.467,0,"Neurons","HECW2"
"ENSG00000120885",0,1.06773422171504,0.578,0.409,0,"Neurons","CLU"
"ENSG00000140474",0,1.06762056525775,0.61,0.072,0,"Neurons","ULK3"
"ENSG00000070669",0,1.06722812661216,0.612,0.078,0,"Neurons","ASNS"
"ENSG00000048828",0,1.06714938720907,0.711,0.244,0,"Neurons","FAM120A"
"ENSG00000235954",0,1.06607711831219,0.686,0.181,0,"Neurons","TTC28-AS1"
"ENSG00000079785",0,1.06569896409333,0.687,0.176,0,"Neurons","DDX1"
"ENSG00000108309",0,1.06552293879046,0.544,0.05,0,"Neurons","RUNDC3A"
"ENSG00000229236",0,1.06552291151524,0.62,0.134,0,"Neurons","TTTY10"
"ENSG00000100442",0,1.06474970498149,0.649,0.147,0,"Neurons","FKBP3"
"ENSG00000152520",0,1.06463122989533,0.852,0.476,0,"Neurons","PAN3"
"ENSG00000223351",0,1.06461873162225,0.323,0.003,0,"Neurons","ZNF385D-AS2"
"ENSG00000184787",0,1.06458082289625,0.726,0.246,0,"Neurons","UBE2G2"
"ENSG00000150477",0,1.06436825676162,0.774,0.347,0,"Neurons","KIAA1328"
"ENSG00000111666",0,1.06436624675824,0.748,0.248,0,"Neurons","CHPT1"
"ENSG00000162601",0,1.06388990404469,0.734,0.235,0,"Neurons","MYSM1"
"ENSG00000285778",0,1.06361119086865,0.441,0.005,0,"Neurons",""
"ENSG00000135968",0,1.06352020742197,0.654,0.226,0,"Neurons","GCC2"
"ENSG00000092931",0,1.06334697195085,0.614,0.169,0,"Neurons","MFSD11"
"ENSG00000124191",0,1.06311386151055,0.525,0.033,0,"Neurons","TOX2"
"ENSG00000108100",0,1.06293297905032,0.908,0.572,0,"Neurons","CCNY"
"ENSG00000143847",0,1.0627509758857,0.517,0.025,0,"Neurons","PPFIA4"
"ENSG00000111300",0,1.06233157488426,0.712,0.233,0,"Neurons","NAA25"
"ENSG00000154359",0,1.062297741168,0.589,0.079,0,"Neurons","LONRF1"
"ENSG00000127329",0,1.06225029921803,0.57,0.027,0,"Neurons","PTPRB"
"ENSG00000148950",0,1.06206648455602,0.672,0.164,0,"Neurons","IMMP1L"
"ENSG00000120029",0,1.06202330357155,0.73,0.256,0,"Neurons","ARMH3"
"ENSG00000011243",0,1.06174934160887,0.662,0.156,0,"Neurons","AKAP8L"
"ENSG00000152969",0,1.06140336384376,0.542,0.053,0,"Neurons","JAKMIP1"
"ENSG00000153914",0,1.06054418436979,0.721,0.252,0,"Neurons","SREK1"
"ENSG00000075785",0,1.060042088831,0.745,0.333,0,"Neurons","RAB7A"
"ENSG00000164329",0,1.06003980792714,0.848,0.471,0,"Neurons","TENT2"
"ENSG00000092439",0,1.05983375334197,0.744,0.267,0,"Neurons","TRPM7"
"ENSG00000180357",0,1.0596157854314,0.841,0.465,0,"Neurons","ZNF609"
"ENSG00000007047",0,1.05941031867626,0.633,0.099,0,"Neurons","MARK4"
"ENSG00000132821",0,1.05895569581995,0.446,0.018,0,"Neurons","VSTM2L"
"ENSG00000167004",0,1.05891347535399,0.66,0.229,0,"Neurons","PDIA3"
"ENSG00000074706",0,1.05878857021293,0.462,0.024,0,"Neurons","IPCEF1"
"ENSG00000005249",0,1.0585276651836,0.491,0.055,0,"Neurons","PRKAR2B"
"ENSG00000086102",0,1.05803946067961,0.68,0.196,0,"Neurons","NFX1"
"ENSG00000154814",0,1.05801912308109,0.61,0.129,0,"Neurons","OXNAD1"
"ENSG00000186073",0,1.05747571970214,0.707,0.213,0,"Neurons","CDIN1"
"ENSG00000251141",0,1.05696010890158,0.626,0.131,0,"Neurons","MRPS30-DT"
"ENSG00000196312",0,1.05672520894025,0.739,0.268,0,"Neurons","MFSD14CP"
"ENSG00000144161",0,1.05662994971777,0.668,0.137,0,"Neurons","ZC3H8"
"ENSG00000176171",0,1.05637235232051,0.586,0.131,0,"Neurons","BNIP3"
"ENSG00000159199",0,1.05571751786702,0.629,0.146,0,"Neurons","ATP5MC1"
"ENSG00000223653",0,1.05560355846228,0.561,0.059,0,"Neurons","BCL10-AS1"
"ENSG00000081154",0,1.05523378207074,0.66,0.187,0,"Neurons","PCNP"
"ENSG00000007392",0,1.05458754921356,0.711,0.21,0,"Neurons","LUC7L"
"ENSG00000062194",0,1.05412737593575,0.832,0.461,0,"Neurons","GPBP1"
"ENSG00000174839",0,1.05412345814678,0.69,0.205,0,"Neurons","DENND6A"
"ENSG00000112234",0,1.05360381286913,0.725,0.248,0,"Neurons","FBXL4"
"ENSG00000132824",0,1.05352230297193,0.666,0.211,0,"Neurons","SERINC3"
"ENSG00000090565",0,1.05349314126684,0.648,0.136,0,"Neurons","RAB11FIP3"
"ENSG00000164713",0,1.05342209799971,0.664,0.207,0,"Neurons","BRI3"
"ENSG00000115233",0,1.05332828847816,0.7,0.195,0,"Neurons","PSMD14"
"ENSG00000100554",0,1.05331168824493,0.637,0.17,0,"Neurons","ATP6V1D"
"ENSG00000128908",0,1.05224957292253,0.678,0.192,0,"Neurons","INO80"
"ENSG00000037637",0,1.05209401789741,0.697,0.198,0,"Neurons","FBXO42"
"ENSG00000085733",0,1.05182972035256,0.707,0.291,0,"Neurons","CTTN"
"ENSG00000232593",0,1.05158739027839,0.726,0.282,0,"Neurons","KANTR"
"ENSG00000153933",0,1.05116005272102,0.586,0.065,0,"Neurons","DGKE"
"ENSG00000118363",0,1.05108809041156,0.73,0.249,0,"Neurons","SPCS2"
"ENSG00000138069",0,1.05048744592697,0.721,0.278,0,"Neurons","RAB1A"
"ENSG00000130413",0,1.05046857849934,0.666,0.182,0,"Neurons","STK33"
"ENSG00000163075",0,1.05006187035767,0.58,0.036,0,"Neurons","CFAP221"
"ENSG00000241685",0,1.05004574361874,0.594,0.14,0,"Neurons","ARPC1A"
"ENSG00000008056",0,1.04989120990194,0.544,0.024,0,"Neurons","SYN1"
"ENSG00000102172",0,1.04978867873249,0.602,0.078,0,"Neurons","SMS"
"ENSG00000171703",0,1.04958436514772,0.592,0.111,0,"Neurons","TCEA2"
"ENSG00000076344",0,1.04947041177098,0.556,0.058,0,"Neurons","RGS11"
"ENSG00000272693",0,1.04928591949646,0.664,0.148,0,"Neurons","LINC03006"
"ENSG00000085832",0,1.04916563550048,0.815,0.511,0,"Neurons","EPS15"
"ENSG00000136238",0,1.04909370464794,0.644,0.285,0,"Neurons","RAC1"
"ENSG00000143549",0,1.0487562034637,0.616,0.113,0,"Neurons","TPM3"
"ENSG00000164953",0,1.0485016022148,0.59,0.056,0,"Neurons","TMEM67"
"ENSG00000138641",0,1.04846957991099,0.721,0.25,0,"Neurons","HERC3"
"ENSG00000089280",0,1.04827969201536,0.777,0.345,0,"Neurons","FUS"
"ENSG00000100934",0,1.04806321631445,0.664,0.172,0,"Neurons","SEC23A"
"ENSG00000143702",0,1.04767253920729,0.848,0.453,0,"Neurons","CEP170"
"ENSG00000168234",0,1.0475852264286,0.442,0.045,0,"Neurons","TTC39C"
"ENSG00000112282",0,1.04758080799469,0.68,0.169,0,"Neurons","MED23"
"ENSG00000147601",0,1.04724527831036,0.685,0.177,0,"Neurons","TERF1"
"ENSG00000137073",0,1.04721542030283,0.642,0.17,0,"Neurons","UBAP2"
"ENSG00000122705",0,1.0469957193993,0.705,0.28,0,"Neurons","CLTA"
"ENSG00000107862",0,1.04682711116461,0.708,0.24,0,"Neurons","GBF1"
"ENSG00000096968",0,1.04634445998392,0.693,0.201,0,"Neurons","JAK2"
"ENSG00000133835",0,1.0463053803164,0.795,0.386,0,"Neurons","HSD17B4"
"ENSG00000155313",0,1.04581763172842,0.712,0.245,0,"Neurons","USP25"
"ENSG00000256870",0,1.04490363808158,0.484,0.007,0,"Neurons","SLC5A8"
"ENSG00000138468",0,1.04486607478884,0.782,0.354,0,"Neurons","SENP7"
"ENSG00000078070",0,1.04484243858053,0.673,0.201,0,"Neurons","MCCC1"
"ENSG00000157796",0,1.04483799381478,0.625,0.095,0,"Neurons","WDR19"
"ENSG00000138944",0,1.04470437970425,0.398,0.012,0,"Neurons","SHISAL1"
"ENSG00000214960",0,1.04457868904477,0.645,0.146,0,"Neurons","CRPPA"
"ENSG00000197756",0,1.04422004991724,0.718,0.336,0,"Neurons","RPL37A"
"ENSG00000189367",0,1.04390177825202,0.553,0.052,0,"Neurons","KIAA0408"
"ENSG00000111860",0,1.04360625373203,0.761,0.425,0,"Neurons","CEP85L"
"ENSG00000137312",0,1.04357625333763,0.633,0.136,0,"Neurons","FLOT1"
"ENSG00000163006",0,1.04321276427492,0.601,0.124,0,"Neurons","CCDC138"
"ENSG00000178882",0,1.04282073753463,0.594,0.074,0,"Neurons","RFLNA"
"ENSG00000106459",0,1.04281618830143,0.752,0.326,0,"Neurons","NRF1"
"ENSG00000105887",0,1.04269617229772,0.59,0.124,0,"Neurons","MTPN"
"ENSG00000197622",0,1.04237776908071,0.674,0.215,0,"Neurons","CDC42SE1"
"ENSG00000123545",0,1.04236561796754,0.6,0.078,0,"Neurons","NDUFAF4"
"ENSG00000128487",0,1.04171606409959,0.673,0.29,0,"Neurons","SPECC1"
"ENSG00000197111",0,1.04167848343514,0.741,0.293,0,"Neurons","PCBP2"
"ENSG00000111530",0,1.04126326944104,0.688,0.206,0,"Neurons","CAND1"
"ENSG00000162636",0,1.04124360231067,0.568,0.07,0,"Neurons","EEIG2"
"ENSG00000184719",0,1.04077167731975,0.622,0.141,0,"Neurons","RNLS"
"ENSG00000174871",0,1.04051392969113,0.505,0.023,0,"Neurons","CNIH2"
"ENSG00000228340",0,1.04025741185651,0.423,0.156,0,"Neurons","MIR646HG"
"ENSG00000138385",0,1.04015276311668,0.634,0.149,0,"Neurons","SSB"
"ENSG00000130449",0,1.03995793669233,0.945,0.763,0,"Neurons","ZSWIM6"
"ENSG00000153560",0,1.03975746434016,0.664,0.13,0,"Neurons","UBP1"
"ENSG00000086289",0,1.03963425755349,0.547,0.068,0,"Neurons","EPDR1"
"ENSG00000072954",0,1.03945270809647,0.604,0.054,0,"Neurons","TMEM38A"
"ENSG00000143761",0,1.03944560427372,0.646,0.192,0,"Neurons","ARF1"
"ENSG00000166263",0,1.03941651089246,0.591,0.156,0,"Neurons","STXBP4"
"ENSG00000108231",0,1.03940370279671,0.431,0.113,0,"Neurons","LGI1"
"ENSG00000118217",0,1.03933011145894,0.749,0.285,0,"Neurons","ATF6"
"ENSG00000186409",0,1.0383692547928,0.624,0.135,0,"Neurons","CCDC30"
"ENSG00000163788",0,1.03799843795089,0.623,0.139,0,"Neurons","SNRK"
"ENSG00000164951",0,1.03767928978422,0.4,0.034,0,"Neurons","PDP1"
"ENSG00000141429",0,1.0376261738793,0.715,0.244,0,"Neurons","GALNT1"
"ENSG00000133703",0,1.03759734604185,0.607,0.104,0,"Neurons","KRAS"
"ENSG00000242516",0,1.03748401965094,0.619,0.138,0,"Neurons","LINC00960"
"ENSG00000100604",0,1.03731295494696,0.572,0.039,0,"Neurons","CHGA"
"ENSG00000267575",0,1.03718692090446,0.533,0.068,0,"Neurons","LINC02987"
"ENSG00000104231",0,1.03707046488126,0.646,0.094,0,"Neurons","ZFAND1"
"ENSG00000102290",0,1.03630050154754,0.269,0.048,0,"Neurons","PCDH11X"
"ENSG00000155097",0,1.03619804479874,0.626,0.163,0,"Neurons","ATP6V1C1"
"ENSG00000169967",0,1.03587956325505,0.763,0.34,0,"Neurons","MAP3K2"
"ENSG00000114098",0,1.03586205777661,0.773,0.353,0,"Neurons","ARMC8"
"ENSG00000287149",0,1.03567455265868,0.337,0.01,0,"Neurons",""
"ENSG00000162885",0,1.03557824066546,0.615,0.126,0,"Neurons","B3GALNT2"
"ENSG00000102189",0,1.03550295663435,0.722,0.287,0,"Neurons","EEA1"
"ENSG00000123213",0,1.03539940643187,0.578,0.122,0,"Neurons","NLN"
"ENSG00000177576",0,1.03429882190225,0.688,0.274,0,"Neurons","C18orf32"
"ENSG00000065665",0,1.03416781436205,0.651,0.147,0,"Neurons","SEC61A2"
"ENSG00000110367",0,1.03390514023723,0.718,0.276,0,"Neurons","DDX6"
"ENSG00000178694",0,1.033757612342,0.557,0.15,0,"Neurons","NSUN3"
"ENSG00000058063",0,1.03352338347806,0.736,0.281,0,"Neurons","ATP11B"
"ENSG00000182150",0,1.03329549332102,0.739,0.316,0,"Neurons","ERCC6L2"
"ENSG00000067606",0,1.03325281215667,0.616,0.109,0,"Neurons","PRKCZ"
"ENSG00000029639",0,1.03149067516267,0.658,0.165,0,"Neurons","TFB1M"
"ENSG00000171817",0,1.03147847314432,0.639,0.095,0,"Neurons","ZNF540"
"ENSG00000135457",0,1.03141972512799,0.718,0.273,0,"Neurons","TFCP2"
"ENSG00000152582",0,1.03133571625184,0.586,0.073,0,"Neurons","SPEF2"
"ENSG00000166068",0,1.0308747050775,0.797,0.418,0,"Neurons","SPRED1"
"ENSG00000135090",0,1.03059284130981,0.875,0.554,0,"Neurons","TAOK3"
"ENSG00000137871",0,1.03024917112643,0.843,0.509,0,"Neurons","ZNF280D"
"ENSG00000160991",0,1.02979934201108,0.521,0.029,0,"Neurons","ORAI2"
"ENSG00000119487",0,1.02976306710574,0.739,0.306,0,"Neurons","MAPKAP1"
"ENSG00000163904",0,1.02965699164563,0.658,0.168,0,"Neurons","SENP2"
"ENSG00000143614",0,1.02933153449834,0.729,0.321,0,"Neurons","GATAD2B"
"ENSG00000283183",0,1.02917587080282,0.578,0.022,0,"Neurons",""
"ENSG00000104765",0,1.02898097712652,0.687,0.284,0,"Neurons","BNIP3L"
"ENSG00000101638",0,1.02889491576291,0.484,0.039,0,"Neurons","ST8SIA5"
"ENSG00000116489",0,1.02833083209772,0.725,0.285,0,"Neurons","CAPZA1"
"ENSG00000233635",0,1.02817655819905,0.598,0.1,0,"Neurons",""
"ENSG00000107186",0,1.02808260574905,0.675,0.41,0,"Neurons","MPDZ"
"ENSG00000087299",0,1.02804361008063,0.629,0.078,0,"Neurons","L2HGDH"
"ENSG00000215067",0,1.02802073270377,0.704,0.237,0,"Neurons","ALOX12-AS1"
"ENSG00000122786",0,1.02795439859152,0.731,0.325,0,"Neurons","CALD1"
"ENSG00000163558",0,1.02776206738768,0.657,0.127,0,"Neurons","PRKCI"
"ENSG00000176749",0,1.02735794639361,0.547,0.037,0,"Neurons","CDK5R1"
"ENSG00000146776",0,1.02720702791286,0.672,0.205,0,"Neurons","ATXN7L1"
"ENSG00000169519",0,1.02715284224589,0.72,0.334,0,"Neurons","METTL15"
"ENSG00000131969",0,1.0270736816504,0.383,0.033,0,"Neurons","ABHD12B"
"ENSG00000113441",0,1.02697453968935,0.662,0.265,0,"Neurons","LNPEP"
"ENSG00000172733",0,1.02644349627104,0.61,0.12,0,"Neurons","PURG"
"ENSG00000099624",0,1.02641139287493,0.647,0.222,0,"Neurons","ATP5F1D"
"ENSG00000169439",0,1.0263364117064,0.465,0.075,0,"Neurons","SDC2"
"ENSG00000179715",0,1.02617032646072,0.457,0.069,0,"Neurons","PCED1B"
"ENSG00000108352",0,1.02612836952585,0.584,0.025,0,"Neurons","RAPGEFL1"
"ENSG00000136002",0,1.02559874736983,0.739,0.207,0,"Neurons","ARHGEF4"
"ENSG00000008869",0,1.02528790987693,0.683,0.224,0,"Neurons","HEATR5B"
"ENSG00000164828",0,1.02499351254636,0.67,0.202,0,"Neurons","SUN1"
"ENSG00000186310",0,1.02482334273717,0.533,0.066,0,"Neurons","NAP1L3"
"ENSG00000249209",0,1.02402920993241,0.594,0.101,0,"Neurons",""
"ENSG00000162104",0,1.02393104955784,0.608,0.099,0,"Neurons","ADCY9"
"ENSG00000145996",0,1.02383333430836,0.841,0.486,0,"Neurons","CDKAL1"
"ENSG00000156103",0,1.0235590256877,0.719,0.107,0,"Neurons","MMP16"
"ENSG00000166377",0,1.02316998054548,0.786,0.368,0,"Neurons","ATP9B"
"ENSG00000116649",0,1.0223849645207,0.571,0.076,0,"Neurons","SRM"
"ENSG00000197177",0,1.02200348537146,0.407,0.038,0,"Neurons","ADGRA1"
"ENSG00000095564",0,1.02136349551017,0.719,0.249,0,"Neurons","BTAF1"
"ENSG00000138768",0,1.02111652986548,0.716,0.256,0,"Neurons","USO1"
"ENSG00000083312",0,1.02103972213932,0.685,0.276,0,"Neurons","TNPO1"
"ENSG00000089693",0,1.02090792185958,0.614,0.131,0,"Neurons","MLF2"
"ENSG00000165650",0,1.02032835053498,0.673,0.188,0,"Neurons","PDZD8"
"ENSG00000064115",0,1.02027983928469,0.615,0.162,0,"Neurons","TM7SF3"
"ENSG00000119865",0,1.01994584808834,0.635,0.09,0,"Neurons","CNRIP1"
"ENSG00000234021",0,1.01994022576621,0.499,0.003,0,"Neurons",""
"ENSG00000164134",0,1.01978533731293,0.724,0.257,0,"Neurons","NAA15"
"ENSG00000122707",0,1.01965935812994,0.729,0.255,0,"Neurons","RECK"
"ENSG00000198369",0,1.01928743086143,0.628,0.142,0,"Neurons","SPRED2"
"ENSG00000177189",0,1.01924319307295,0.627,0.156,0,"Neurons","RPS6KA3"
"ENSG00000233355",0,1.01875787730398,0.393,0.005,0,"Neurons","CHRM3-AS2"
"ENSG00000112394",0,1.01868881423814,0.489,0.021,0,"Neurons","SLC16A10"
"ENSG00000092140",0,1.01842836255673,0.656,0.141,0,"Neurons","G2E3"
"ENSG00000102468",0,1.01838143565089,0.4,0.011,0,"Neurons","HTR2A"
"ENSG00000135387",0,1.01807118146697,0.678,0.183,0,"Neurons","CAPRIN1"
"ENSG00000104325",0,1.01804040159144,0.581,0.226,0,"Neurons","DECR1"
"ENSG00000122643",0,1.01736396706218,0.675,0.153,0,"Neurons","NT5C3A"
"ENSG00000086061",0,1.01722580098927,0.567,0.167,0,"Neurons","DNAJA1"
"ENSG00000120049",0,1.01637690637767,0.504,0.028,0,"Neurons","KCNIP2"
"ENSG00000144567",0,1.01629556132214,0.572,0.1,0,"Neurons","RETREG2"
"ENSG00000134108",0,1.0161295841422,0.668,0.245,0,"Neurons","ARL8B"
"ENSG00000135341",0,1.0159646122835,0.706,0.239,0,"Neurons","MAP3K7"
"ENSG00000204832",0,1.01543370788283,0.33,0.007,0,"Neurons","ST8SIA6-AS1"
"ENSG00000172803",0,1.01519723821759,0.595,0.051,0,"Neurons","SNX32"
"ENSG00000169905",0,1.01507260762189,0.634,0.157,0,"Neurons","TOR1AIP2"
"ENSG00000158856",0,1.01478355652389,0.518,0.021,0,"Neurons","DMTN"
"ENSG00000161040",0,1.01463255956777,0.608,0.106,0,"Neurons","FBXL13"
"ENSG00000117758",0,1.01427730135373,0.65,0.198,0,"Neurons","STX12"
"ENSG00000100473",0,1.01406649611565,0.541,0.071,0,"Neurons","COCH"
"ENSG00000131374",0,1.0136954566893,0.944,0.718,0,"Neurons","TBC1D5"
"ENSG00000136021",0,1.01359495847607,0.658,0.164,0,"Neurons","SCYL2"
"ENSG00000112144",0,1.01284591879364,0.617,0.169,0,"Neurons","CILK1"
"ENSG00000148082",0,1.01282938765428,0.562,0.096,0,"Neurons","SHC3"
"ENSG00000128512",0,1.01276740391836,0.761,0.811,0,"Neurons","DOCK4"
"ENSG00000036828",0,1.01255026151952,0.386,0.006,0,"Neurons","CASR"
"ENSG00000178385",0,1.01214524900344,0.676,0.218,0,"Neurons","PLEKHM3"
"ENSG00000180628",0,1.01211464207692,0.822,0.432,0,"Neurons","PCGF5"
"ENSG00000134313",0,1.01165695011506,0.833,0.479,0,"Neurons","KIDINS220"
"ENSG00000144381",0,1.01163905422402,0.614,0.162,0,"Neurons","HSPD1"
"ENSG00000157106",0,1.01158533660415,0.709,0.267,0,"Neurons","SMG1"
"ENSG00000128563",0,1.01109851048931,0.684,0.193,0,"Neurons","PRKRIP1"
"ENSG00000170365",0,1.01081325306755,0.63,0.132,0,"Neurons","SMAD1"
"ENSG00000103707",0,1.01080745640955,0.595,0.075,0,"Neurons","MTFMT"
"ENSG00000166689",0,1.00977653938725,0.391,0.134,0,"Neurons","PLEKHA7"
"ENSG00000033178",0,1.0097579564846,0.722,0.27,0,"Neurons","UBA6"
"ENSG00000138674",0,1.00970764863366,0.695,0.236,0,"Neurons","SEC31A"
"ENSG00000135537",0,1.00967859169656,0.623,0.159,0,"Neurons","AFG1L"
"ENSG00000197157",0,1.00955784399219,0.736,0.291,0,"Neurons","SND1"
"ENSG00000092841",0,1.00951711074319,0.655,0.238,0,"Neurons","MYL6"
"ENSG00000272368",0,1.00941477868663,0.661,0.187,0,"Neurons",""
"ENSG00000020577",0,1.00919300682635,0.604,0.255,0,"Neurons","SAMD4A"
"ENSG00000174238",0,1.00889354605903,0.563,0.097,0,"Neurons","PITPNA"
"ENSG00000198964",0,1.00861851064307,0.802,0.58,0,"Neurons","SGMS1"
"ENSG00000123159",0,1.00791428873761,0.638,0.169,0,"Neurons","GIPC1"
"ENSG00000224658",0,1.00754319523838,0.505,0.007,0,"Neurons",""
"ENSG00000109685",0,1.00731769757905,0.655,0.167,0,"Neurons","NSD2"
"ENSG00000122566",0,1.00710722077357,0.876,0.602,0,"Neurons","HNRNPA2B1"
"ENSG00000174099",0,1.00647283271597,0.491,0.083,0,"Neurons","MSRB3"
"ENSG00000196428",0,1.00638309308795,0.71,0.275,0,"Neurons","TSC22D2"
"ENSG00000047346",0,1.00553469121019,0.716,0.303,0,"Neurons","ATOSA"
"ENSG00000177889",0,1.00550100149548,0.641,0.163,0,"Neurons","UBE2N"
"ENSG00000144029",0,1.00548602258451,0.703,0.234,0,"Neurons","MRPS5"
"ENSG00000148498",0,1.00454098938213,0.43,0.284,0,"Neurons","PARD3"
"ENSG00000107341",0,1.00451782114697,0.749,0.348,0,"Neurons","UBE2R2"
"ENSG00000006210",0,1.00439409337913,0.55,0.028,0,"Neurons","CX3CL1"
"ENSG00000250092",0,1.00424742844685,0.546,0.016,0,"Neurons",""
"ENSG00000040199",0,1.00409519733599,0.54,0.092,0,"Neurons","PHLPP2"
"ENSG00000197442",0,1.00403432584926,0.709,0.273,0,"Neurons","MAP3K5"
"ENSG00000153339",0,1.00395838526532,0.71,0.245,0,"Neurons","TRAPPC8"
"ENSG00000185924",0,1.00392748992189,0.545,0.014,0,"Neurons","RTN4RL1"
"ENSG00000286121",0,1.00372203951917,0.33,0.009,0,"Neurons",""
"ENSG00000133961",0,1.00366377676377,0.678,0.221,0,"Neurons","NUMB"
"ENSG00000254538",0,1.00344848535762,0.561,0.099,0,"Neurons",""
"ENSG00000102710",0,1.00313320633573,0.669,0.175,0,"Neurons","SUPT20H"
"ENSG00000213096",0,1.00285172516511,0.691,0.214,0,"Neurons","ZNF254"
"ENSG00000160445",0,1.00260097171488,0.627,0.143,0,"Neurons","ZER1"
"ENSG00000136709",0,1.00157717115293,0.708,0.274,0,"Neurons","WDR33"
"ENSG00000049167",0,1.00156764676005,0.678,0.18,0,"Neurons","ERCC8"
"ENSG00000231609",0,1.00144936041388,0.572,0.065,0,"Neurons","EHBP1-AS1"
"ENSG00000099246",0,1.00111263453757,0.636,0.165,0,"Neurons","RAB18"
"ENSG00000130224",0,1.00084325356091,0.608,0.11,0,"Neurons","LRCH2"
"ENSG00000175105",0,1.00076250196486,0.713,0.241,0,"Neurons","ZNF654"
"ENSG00000163541",0,1.00024816871954,0.658,0.175,0,"Neurons","SUCLG1"
"ENSG00000166900",0,0.999881385045611,0.57,0.054,0,"Neurons","STX3"
"ENSG00000148303",0,0.999644134565127,0.658,0.358,0,"Neurons","RPL7A"
"ENSG00000103145",0,0.9993466051304,0.555,0.094,0,"Neurons","HCFC1R1"
"ENSG00000127995",0,0.999216021742924,0.753,0.328,0,"Neurons","CASD1"
"ENSG00000113013",0,0.999185470270404,0.632,0.185,0,"Neurons","HSPA9"
"ENSG00000136381",0,0.998927951232781,0.66,0.192,0,"Neurons","IREB2"
"ENSG00000255248",0,0.998749910380865,0.859,0.654,0,"Neurons","MIR100HG"
"ENSG00000157657",0,0.997951177568695,0.593,0.076,0,"Neurons","ZNF618"
"ENSG00000128000",0,0.997616670724479,0.691,0.207,0,"Neurons","ZNF780B"
"ENSG00000163714",0,0.997316364425087,0.794,0.402,0,"Neurons","U2SURP"
"ENSG00000165943",0,0.997272958388036,0.532,0.062,0,"Neurons","MOAP1"
"ENSG00000111670",0,0.997272056216181,0.631,0.16,0,"Neurons","GNPTAB"
"ENSG00000100722",0,0.997042621000483,0.704,0.23,0,"Neurons","ZC3H14"
"ENSG00000156787",0,0.996878878122078,0.591,0.059,0,"Neurons","TBC1D31"
"ENSG00000115762",0,0.996668385498597,0.581,0.128,0,"Neurons","PLEKHB2"
"ENSG00000007174",0,0.996500293115862,0.458,0.055,0,"Neurons","DNAH9"
"ENSG00000140395",0,0.996419118270973,0.643,0.15,0,"Neurons","SKIC8"
"ENSG00000151893",0,0.996409780623718,0.666,0.206,0,"Neurons","CACUL1"
"ENSG00000169330",0,0.99639989148203,0.469,0.021,0,"Neurons","MINAR1"
"ENSG00000197050",0,0.996156067177417,0.593,0.09,0,"Neurons","ZNF420"
"ENSG00000115942",0,0.995997681236509,0.672,0.182,0,"Neurons","ORC2"
"ENSG00000133114",0,0.995945615440796,0.632,0.144,0,"Neurons","GPALPP1"
"ENSG00000168438",0,0.995940713525811,0.619,0.159,0,"Neurons","CDC40"
"ENSG00000121749",0,0.995734400294999,0.634,0.231,0,"Neurons","TBC1D15"
"ENSG00000185722",0,0.995294313696801,0.666,0.192,0,"Neurons","ANKFY1"
"ENSG00000180488",0,0.994590206230139,0.732,0.329,0,"Neurons","MIGA1"
"ENSG00000103942",0,0.993900925705691,0.552,0.073,0,"Neurons","HOMER2"
"ENSG00000166619",0,0.993877495012738,0.592,0.101,0,"Neurons","BLCAP"
"ENSG00000049246",0,0.99377132447135,0.773,0.354,0,"Neurons","PER3"
"ENSG00000175611",0,0.993722631090662,0.666,0.205,0,"Neurons","ERCC6L2-AS1"
"ENSG00000214517",0,0.99370428461306,0.602,0.143,0,"Neurons","PPME1"
"ENSG00000170606",0,0.993616882401088,0.604,0.135,0,"Neurons","HSPA4"
"ENSG00000112200",0,0.993584315707365,0.786,0.391,0,"Neurons","ZNF451"
"ENSG00000122042",0,0.993465991755594,0.78,0.395,0,"Neurons","UBL3"
"ENSG00000154305",0,0.993458080582614,0.635,0.166,0,"Neurons","MIA3"
"ENSG00000134198",0,0.993219495865639,0.443,0.01,0,"Neurons","TSPAN2"
"ENSG00000063180",0,0.992882233684306,0.567,0.045,0,"Neurons","CA11"
"ENSG00000134590",0,0.99287865361464,0.561,0.159,0,"Neurons","RTL8C"
"ENSG00000228623",0,0.992492668547986,0.577,0.085,0,"Neurons","ZNF883"
"ENSG00000170946",0,0.992459761729993,0.612,0.125,0,"Neurons","DNAJC24"
"ENSG00000100578",0,0.991405170459438,0.687,0.2,0,"Neurons","KIAA0586"
"ENSG00000162402",0,0.991094550581619,0.775,0.342,0,"Neurons","USP24"
"ENSG00000175416",0,0.990818300085633,0.535,0.1,0,"Neurons","CLTB"
"ENSG00000114302",0,0.990735206860557,0.684,0.229,0,"Neurons","PRKAR2A"
