"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene_name"
"ENSG00000122733",0,0.372706212288266,0.36,0.027,0,"Sertoli Cells","PHF24"
"ENSG00000002586",0,0.370958633918872,0.955,0.883,0,"Sertoli Cells","CD99"
"ENSG00000123739",0,0.369678055635385,0.492,0.227,0,"Sertoli Cells","PLA2G12A"
"ENSG00000213160",0,0.369375509299403,0.434,0.15,0,"Sertoli Cells","KLHL23"
"ENSG00000063660",0,0.365473667890897,0.458,0.193,0,"Sertoli Cells","GPC1"
"ENSG00000136068",0,0.362373855903071,0.464,0.206,0,"Sertoli Cells","FLNB"
"ENSG00000105699",0,0.362357225005042,0.426,0.133,0,"Sertoli Cells","LSR"
"ENSG00000196358",0,0.362102073566326,0.334,0.028,0,"Sertoli Cells","NTNG2"
"ENSG00000070526",0,0.361901539254451,0.376,0.065,0,"Sertoli Cells","ST6GALNAC1"
"ENSG00000189171",0,0.357099797655569,0.727,0.547,0,"Sertoli Cells","S100A13"
"ENSG00000181722",0,0.357070774177496,0.522,0.293,0,"Sertoli Cells","ZBTB20"
"ENSG00000119314",0,0.35546805549011,0.437,0.169,0,"Sertoli Cells","PTBP3"
"ENSG00000174021",0,0.355215384221913,0.866,0.763,0,"Sertoli Cells","GNG5"
"ENSG00000138623",0,0.355077745558826,0.378,0.079,0,"Sertoli Cells","SEMA7A"
"ENSG00000133134",0,0.351422031345559,0.5,0.25,0,"Sertoli Cells","BEX2"
"ENSG00000085871",0,0.351291167476932,0.471,0.204,0,"Sertoli Cells","MGST2"
"ENSG00000171735",0,0.350571728763661,0.633,0.444,0,"Sertoli Cells","CAMTA1"
"ENSG00000188229",0,0.350254896292248,0.694,0.506,0,"Sertoli Cells","TUBB4B"
"ENSG00000101680",0,0.347769149324252,0.351,0.045,0,"Sertoli Cells","LAMA1"
"ENSG00000179751",0,0.346386145646095,0.321,0.034,0,"Sertoli Cells","SYCN"
"ENSG00000167552",0,0.344796625933983,0.909,0.798,0,"Sertoli Cells","TUBA1A"
"ENSG00000137198",0,0.341265330383199,0.381,0.102,0,"Sertoli Cells","GMPR"
"ENSG00000184937",0,0.338987324983714,0.577,0.336,0,"Sertoli Cells","WT1"
"ENSG00000275004",0,0.338801451744499,0.342,0.06,0,"Sertoli Cells","ZNF280B"
"ENSG00000106565",0,0.337820296820614,0.475,0.228,0,"Sertoli Cells","TMEM176B"
"ENSG00000105655",0,0.337651873472431,0.762,0.606,0,"Sertoli Cells","ISYNA1"
"ENSG00000104823",0,0.335907671209252,0.56,0.369,0,"Sertoli Cells","ECH1"
"ENSG00000091409",0,0.335483382952633,0.395,0.112,0,"Sertoli Cells","ITGA6"
"ENSG00000058056",0,0.333329729089147,0.386,0.118,0,"Sertoli Cells","USP13"
"ENSG00000072786",0,0.331191800633698,0.358,0.073,0,"Sertoli Cells","STK10"
"ENSG00000136040",0,0.330566295085685,0.339,0.051,0,"Sertoli Cells","PLXNC1"
"ENSG00000123975",0,0.32862301035235,0.493,0.277,0,"Sertoli Cells","CKS2"
"ENSG00000149218",0,0.328206962866735,0.364,0.09,0,"Sertoli Cells","ENDOD1"
"ENSG00000080546",0,0.327613601341477,0.4,0.137,0,"Sertoli Cells","SESN1"
"ENSG00000118689",0,0.327213088123878,0.482,0.254,0,"Sertoli Cells","FOXO3"
"ENSG00000068366",0,0.326640724287956,0.355,0.079,0,"Sertoli Cells","ACSL4"
"ENSG00000167614",0,0.32567020222667,0.407,0.145,0,"Sertoli Cells","TTYH1"
"ENSG00000165757",0,0.324819015763572,0.403,0.143,0,"Sertoli Cells","JCAD"
"ENSG00000035862",0,0.322870259175214,0.611,0.423,0,"Sertoli Cells","TIMP2"
"ENSG00000189159",0,0.321544276607799,0.554,0.344,0,"Sertoli Cells","JPT1"
"ENSG00000160953",0,0.31873824900373,0.449,0.223,0,"Sertoli Cells","PWWP3A"
"ENSG00000122863",0,0.318364694094058,0.386,0.128,0,"Sertoli Cells","CHST3"
"ENSG00000111786",0,0.314562184066431,0.789,0.691,0,"Sertoli Cells","SRSF9"
"ENSG00000169750",0,0.314137993711227,0.386,0.142,0,"Sertoli Cells","RAC3"
"ENSG00000153944",0,0.313202709965077,0.429,0.203,0,"Sertoli Cells","MSI2"
"ENSG00000146433",0,0.312443036481324,0.356,0.094,0,"Sertoli Cells","TMEM181"
"ENSG00000130775",0,0.311827778357117,0.314,0.034,0,"Sertoli Cells","THEMIS2"
"ENSG00000167601",0,0.31101070688767,0.393,0.141,0,"Sertoli Cells","AXL"
"ENSG00000106789",0,0.310759785213415,0.31,0.036,0,"Sertoli Cells","CORO2A"
"ENSG00000164754",0,0.309899076488899,0.663,0.53,0,"Sertoli Cells","RAD21"
"ENSG00000136371",0,0.309820811223288,0.389,0.153,0,"Sertoli Cells","MTHFS"
"ENSG00000107317",0,0.309038385618094,0.258,0.05,0,"Sertoli Cells","PTGDS"
"ENSG00000146755",0,0.309019603139479,0.292,0.022,0,"Sertoli Cells","TRIM50"
"ENSG00000163644",0,0.30890952186786,0.392,0.17,0,"Sertoli Cells","PPM1K"
"ENSG00000138434",0,0.308876941908428,0.402,0.166,0,"Sertoli Cells","ITPRID2"
"ENSG00000166347",0,0.306886159666973,0.538,0.315,0,"Sertoli Cells","CYB5A"
"ENSG00000154928",0,0.304930600285077,0.308,0.03,0,"Sertoli Cells","EPHB1"
"ENSG00000146425",0,0.303771337467618,0.688,0.566,0,"Sertoli Cells","DYNLT1"
"ENSG00000164300",0,0.303708966251957,0.45,0.228,0,"Sertoli Cells","SERINC5"
"ENSG00000131711",0,0.303173019084063,0.487,0.296,0,"Sertoli Cells","MAP1B"
"ENSG00000143384",0,0.301142703433924,0.526,0.374,0,"Sertoli Cells","MCL1"
"ENSG00000160213",0,0.29936258234822,0.775,0.682,0,"Sertoli Cells","CSTB"
"ENSG00000173915",0,0.299083649825397,0.774,0.693,0,"Sertoli Cells","ATP5MK"
"ENSG00000130522",0,0.299013328336645,0.648,0.505,0,"Sertoli Cells","JUND"
"ENSG00000058668",0,0.298329237511672,0.466,0.264,0,"Sertoli Cells","ATP2B4"
"ENSG00000158290",0,0.297231910900867,0.372,0.142,0,"Sertoli Cells","CUL4B"
"ENSG00000168653",0,0.29646296206919,0.859,0.792,0,"Sertoli Cells","NDUFS5"
"ENSG00000134202",0,0.295756600845188,0.566,0.433,0,"Sertoli Cells","GSTM3"
"ENSG00000153006",0,0.295215577520655,0.475,0.288,0,"Sertoli Cells","SREK1IP1"
"ENSG00000123989",0,0.293645992251589,0.52,0.324,0,"Sertoli Cells","CHPF"
"ENSG00000137200",0,0.291481144976431,0.342,0.101,0,"Sertoli Cells","CMTR1"
"ENSG00000142634",0,0.291442545671898,0.354,0.122,0,"Sertoli Cells","EFHD2"
"ENSG00000104067",0,0.29078325256874,0.527,0.351,0,"Sertoli Cells","TJP1"
"ENSG00000101000",0,0.289871211542543,0.353,0.11,0,"Sertoli Cells","PROCR"
"ENSG00000102934",0,0.289328421421361,0.308,0.063,0,"Sertoli Cells","PLLP"
"ENSG00000183087",0,0.289250058744231,0.454,0.231,0,"Sertoli Cells","GAS6"
"ENSG00000214274",0,0.288328722133648,0.307,0.064,0,"Sertoli Cells","ANG"
"ENSG00000079313",0,0.287375834776584,0.34,0.104,0,"Sertoli Cells","REXO1"
"ENSG00000170540",0,0.286949567695509,0.502,0.325,0,"Sertoli Cells","ARL6IP1"
"ENSG00000143153",0,0.286720421832068,0.517,0.325,0,"Sertoli Cells","ATP1B1"
"ENSG00000133065",0,0.285977646587319,0.332,0.087,0,"Sertoli Cells","SLC41A1"
"ENSG00000269028",0,0.285967181841915,0.686,0.633,0,"Sertoli Cells",NA
"ENSG00000143845",0,0.285862317659647,0.338,0.104,0,"Sertoli Cells","ETNK2"
"ENSG00000131149",0,0.285757287340891,0.373,0.147,0,"Sertoli Cells","GSE1"
"ENSG00000111859",0,0.28569416956903,0.313,0.08,0,"Sertoli Cells","NEDD9"
"ENSG00000178297",0,0.28514354697381,0.29,0.046,0,"Sertoli Cells","TMPRSS9"
"ENSG00000099364",0,0.284667355062694,0.307,0.059,0,"Sertoli Cells","FBXL19"
"ENSG00000130700",0,0.284085354717178,0.322,0.07,0,"Sertoli Cells","GATA5"
"ENSG00000182871",0,0.282844985150378,0.593,0.429,0,"Sertoli Cells","COL18A1"
"ENSG00000198624",0,0.281441397586128,0.306,0.064,0,"Sertoli Cells","CCDC69"
"ENSG00000102172",0,0.280303870927024,0.582,0.426,0,"Sertoli Cells","SMS"
"ENSG00000105143",0,0.280070039262175,0.28,0.031,0,"Sertoli Cells","SLC1A6"
"ENSG00000180530",0,0.279606378788627,0.387,0.181,0,"Sertoli Cells","NRIP1"
"ENSG00000143543",0,0.279099676039666,0.616,0.495,0,"Sertoli Cells","JTB"
"ENSG00000054523",0,0.276792348037773,0.376,0.173,0,"Sertoli Cells","KIF1B"
"ENSG00000101911",0,0.275486977882813,0.363,0.146,0,"Sertoli Cells","PRPS2"
"ENSG00000148200",0,0.274973561363572,0.308,0.065,0,"Sertoli Cells","NR6A1"
"ENSG00000154277",0,0.274434456651051,0.44,0.253,0,"Sertoli Cells","UCHL1"
"ENSG00000101040",0,0.27385617078801,0.39,0.193,0,"Sertoli Cells","ZMYND8"
"ENSG00000093010",0,0.272194762618263,0.528,0.358,0,"Sertoli Cells","COMT"
"ENSG00000162817",0,0.271486363958062,0.306,0.072,0,"Sertoli Cells","C1orf115"
"ENSG00000130822",0,0.271471576688227,0.302,0.068,0,"Sertoli Cells","PNCK"
"ENSG00000118971",0,0.270576504676939,0.629,0.503,0,"Sertoli Cells","CCND2"
"ENSG00000156500",0,0.270091199409571,0.308,0.081,0,"Sertoli Cells","PABIR3"
"ENSG00000158716",0,0.26998264520926,0.364,0.161,0,"Sertoli Cells","DUSP23"
"ENSG00000124772",0,0.269812640656918,0.339,0.108,0,"Sertoli Cells","CPNE5"
"ENSG00000167642",0,0.269722344186945,0.503,0.284,0,"Sertoli Cells","SPINT2"
"ENSG00000170873",0,0.269524498485345,0.33,0.104,0,"Sertoli Cells","MTSS1"
"ENSG00000034677",0,0.268272659300197,0.39,0.192,0,"Sertoli Cells","RNF19A"
"ENSG00000100201",0,0.268155402035221,0.722,0.654,0,"Sertoli Cells","DDX17"
"ENSG00000099194",0,0.268088757928614,0.36,0.161,0,"Sertoli Cells","SCD"
"ENSG00000122824",0,0.268052892792126,0.368,0.167,0,"Sertoli Cells","NUDT10"
"ENSG00000185818",0,0.266755586073884,0.265,0.027,0,"Sertoli Cells","NAT8L"
"ENSG00000071054",0,0.26631829818988,0.458,0.279,0,"Sertoli Cells","MAP4K4"
"ENSG00000113657",0,0.265447989477213,0.328,0.106,0,"Sertoli Cells","DPYSL3"
"ENSG00000114650",0,0.265439803677547,0.389,0.188,0,"Sertoli Cells","SCAP"
"ENSG00000138448",0,0.264490997660655,0.353,0.141,0,"Sertoli Cells","ITGAV"
"ENSG00000086666",0,0.264393295146939,0.527,0.381,0,"Sertoli Cells","ZFAND6"
"ENSG00000167766",0,0.264168147267447,0.372,0.177,0,"Sertoli Cells","ZNF83"
"ENSG00000038219",0,0.263777720946111,0.447,0.282,0,"Sertoli Cells","BOD1L1"
"ENSG00000102572",0,0.262534595507711,0.366,0.174,0,"Sertoli Cells","STK24"
"ENSG00000188643",0,0.262037880042234,0.546,0.373,0,"Sertoli Cells","S100A16"
"ENSG00000197977",0,0.260778910669709,0.27,0.033,0,"Sertoli Cells","ELOVL2"
"ENSG00000132481",0,0.26011894947939,0.314,0.095,0,"Sertoli Cells","TRIM47"
"ENSG00000104522",0,0.259392174896901,0.404,0.231,0,"Sertoli Cells","GFUS"
"ENSG00000060237",0,0.259133145175526,0.415,0.242,0,"Sertoli Cells","WNK1"
"ENSG00000165175",0,0.25872773165532,0.371,0.19,0,"Sertoli Cells","MID1IP1"
"ENSG00000013297",0,0.258235313922821,0.379,0.172,0,"Sertoli Cells","CLDN11"
"ENSG00000133816",0,0.257509820474362,0.289,0.063,0,"Sertoli Cells","MICAL2"
"ENSG00000178531",0,0.256963197421519,0.354,0.166,0,"Sertoli Cells","CTXN1"
"ENSG00000141504",0,0.256907937380555,0.613,0.506,0,"Sertoli Cells","SAT2"
"ENSG00000140396",0,0.256488625065033,0.336,0.134,0,"Sertoli Cells","NCOA2"
"ENSG00000198899",0,0.256327418113961,0.979,0.987,0,"Sertoli Cells","MT-ATP6"
"ENSG00000178568",0,0.255182737734083,0.271,0.037,0,"Sertoli Cells","ERBB4"
"ENSG00000069329",0,0.253920184951148,0.55,0.432,0,"Sertoli Cells","VPS35"
"ENSG00000124140",0,0.253356959041556,0.272,0.058,0,"Sertoli Cells","SLC12A5"
"ENSG00000198840",0,0.253215415536564,0.979,0.986,0,"Sertoli Cells","MT-ND3"
"ENSG00000117632",0,0.252983639242714,0.959,0.914,0,"Sertoli Cells","STMN1"
"ENSG00000108828",0,0.252252506924501,0.447,0.29,0,"Sertoli Cells","VAT1"
"ENSG00000138678",0,0.252154134978525,0.255,0.025,0,"Sertoli Cells","GPAT3"
"ENSG00000185088",0,0.252124574305348,0.559,0.461,0,"Sertoli Cells","RPS27L"
"ENSG00000178026",0,0.251991012459465,0.325,0.114,0,"Sertoli Cells","LRRC75B"
"ENSG00000112531",0,0.250803525796481,0.439,0.276,0,"Sertoli Cells","QKI"
"ENSG00000092841",0,0.250697057788301,0.984,0.963,0,"Sertoli Cells","MYL6"
"ENSG00000101443",0,0.25029954429017,0.256,0.079,0,"Sertoli Cells","WFDC2"
"ENSG00000011465",0,1.22503452857137,0.935,0.235,0,"Mesenchymal cells","DCN"
"ENSG00000108821",0,1.18479039371817,0.969,0.391,0,"Mesenchymal cells","COL1A1"
"ENSG00000185559",0,1.13077415039255,0.887,0.201,0,"Mesenchymal cells","DLK1"
"ENSG00000168542",0,1.00814785181353,0.935,0.32,0,"Mesenchymal cells","COL3A1"
"ENSG00000112936",0,1.00444296736616,0.724,0.131,0,"Mesenchymal cells","C7"
"ENSG00000167244",0,0.989272207256467,0.921,0.374,0,"Mesenchymal cells","IGF2"
"ENSG00000110492",0,0.906566687737848,0.97,0.425,0,"Mesenchymal cells","MDK"
"ENSG00000107562",0,0.857910093516559,0.774,0.157,0,"Mesenchymal cells","CXCL12"
"ENSG00000004776",0,0.795513278377123,0.784,0.169,0,"Mesenchymal cells","HSPB6"
"ENSG00000152583",0,0.786806212311838,0.796,0.164,0,"Mesenchymal cells","SPARCL1"
"ENSG00000142173",0,0.783747665740508,0.843,0.276,0,"Mesenchymal cells","COL6A2"
"ENSG00000166482",0,0.763784288907041,0.756,0.161,0,"Mesenchymal cells","MFAP4"
"ENSG00000129009",0,0.725464017058941,0.774,0.182,0,"Mesenchymal cells","ISLR"
"ENSG00000087245",0,0.709469541686627,0.778,0.252,0,"Mesenchymal cells","MMP2"
