Gene_name	interaction_scores
ABCD1P2	0
ABCD1P3	0
ABCD1P4	0
ABCD1P5	0
ABCD2	0
ABCD3	0.290620687584426
ABCD4	0.00623597673144214
ABCE1	0.525661046145861
ABCF1	0.672679375608348
ABCF1-DT	0
ABCF2	0.313363503712752
ABCF2-H2BE1	0
ABCF2P1	0
ABCF2P2	0
ABCF3	0.381264364522878
ABCG1	0.362330075252891
ABCG2	0.379256116194358
ABCG4	0
ABCG5	0
ABCG8	0
ABHD1	0
ABHD2	0
ABHD3	0.0718316408721029
ABHD4	0.0304749585341586
ABHD5	0.486252996856427
ABHD6	0.00841023601526599
ABHD8	0.00143293722211784
ABHD10	0.209319491182473
ABHD11	0.113630800199884
ABHD11-AS1	0
ABHD11-AS2	0
ABHD12	0.108841049261735
ABHD12B	0
ABHD13	0
ABHD14A	0.219779128908971
ABHD14A-ACY1	0
ABHD14B	0.0301972187190844
ABHD15	0.313197290463945
ABHD15-AS1	0
ABHD16A	0.249725939126601
ABHD16B	0.114156466994961
ABHD17A	0.352508064256453
ABHD17AP1	0
ABHD17AP3	0
ABHD17AP4	0
ABHD17AP5	0
ABHD17AP6	0
ABHD17AP7	0
ABHD17AP8	0
ABHD17AP9	0
ABHD17B	0.197460035145726
ABHD17C	0.253453191952343
ABHD18	0
ABI1	0.527056780013425
ABI1P1	0
ABI2	0.69191753072875
ABI3	0.373806089004468
ABI3BP	0
ABITRAM	0.106854425082036
ABITRAMP1	0
ABL1	0.648468012017683
ABL2	0.32094145548356
ABLIM1	0.409232493755717
ABLIM2	0.239013162193504
ABLIM3	0.24290653211478
ABO	0
ABR	0.212076844392784
ABRA	0.265426237283058
ABRACL	0.158050075653978
ABRAXAS1	0.19958735758775
ABRAXAS2	0.326396931094509
ABT1	0.470518462400215
ABT1P1	0
ABTB1	0.170464365071834
ABTB2	0.494929665408446
ACAA1	0.327523937097838
ACAA2	0.284776616073697
ACACA	0.435214651446602
ACACB	0.191843788016485
ACAD	0
ACAD8	0.201465517256779
ACAD9	0.405398843251585
ACAD10	0.347126948013141
ACAD11	0.253059834674795
ACADL	0.064360581194888
ACADM	0.164790195521047
ACADS	0.323902512879853
ACADSB	0.304156788958445
ACADVL	0.271228900599986
ACAN	0.0137366054184219
ACAP1	0.285063383954107
ACAP2	0.170688342105799
ACAP2-IT1	0
ACAP3	0.242998902422343
ACAT1	0.267113962288734
ACAT2	0
ACBD3	0.546951331871054
ACBD3-AS1	0
ACBD4	0.283207726536438
ACBD5	0.413743217595441
ACBD6	0.102117301240786
ACBD7	0
ACCS	0.200269576229171
ACCSL	0
ACD	0.339221145765233
ACE	0.0627414666790477
ACE2	0.657630895226365
ACE3P	0
ACER1	0
ACER2	0
ACER2P1	0
ACER3	0.121572439443348
ACHE	0.0939580684740016
ACIN1	0.438902032006484
ACKR1	0
ACKR2	0.120018570800762
ACKR3	0
ACKR4	0
ACKR4P1	0
ACLS	0
ACLY	0.508990370649045
ACMG	0
ACMSD	0.224483237512558
ACNATP	0
ACO1	0.047377140132368
ACO2	0.422711530504947
ACOD1	0.0891606167550985
ACOT1	0.0410734340772967
ACOT2	0.0518415035323901
ACOT4	0
ACOT6	0
ACOT7	0.036355100256838
ACOT8	0.0342741647431076
ACOT9	0.254867816928648
ACOT11	0.278859894323172
ACOT12	0
ACOT13	0.233265617606904
ACOX1	0.29281009811775
ACOX2	0.173169256962923
ACOX3	0
ACOXL	0.122828140084707
ACOXL-AS1	0
ACP1	0.436746612887294
ACP2	0.17129707546956
ACP3	0.350215374712329
ACP4	0
ACP5	0
ACP6	0.120526556675804
ACP7	0
ACR	0.00570267437027876
ACRBP	0.122481321417999
ACRP1	0
ACRV1	0.247532668104918
ACSBG1	0.25940735007312
ACSBG2	0
ACSF2	0.341445640233107
ACSF3	0.338538787860462
ACSL1	0.219437808370563
ACSL3	0.567397025438405
ACSL3-AS1	0
ACSL4	0.342797784930598
ACSL5	0.016204913149745
ACSL6	0.0756759200797857
ACSL6-AS1	0
ACSM1	0
ACSM2A	0
ACSM2B	0.121280850558914
ACSM3	0
ACSM4	0
ACSM5	0
ACSM5P1	0
ACSM6	0
ACSS1	0.116107529946231
ACSS2	0
ACSS3	0
ACTA1	0.431116926882648
ACTA2	0.419578757694809
ACTA2-AS1	0
ACTB	0.755327541005301
ACTBL2	0.647897109001316
ACTBP1	0
ACTBP2	0
ACTBP3	0
ACTBP4	0
ACTBP5	0
ACTBP6	0
ACTBP7	0
ACTBP8	0
ACTBP9	0
ACTBP10	0
ACTBP11	0
ACTBP12	0
ACTBP14	0
ACTBP15	0
ACTC1	0.584867796587178
ACTE1P	0
ACTG1	0.593204333090289
ACTG1P1	0
ACTG1P2	0
ACTG1P3	0
ACTG1P4	0
ACTG1P6	0
ACTG1P7	0
ACTG1P8	0
ACTG1P9	0
ACTG1P10	0
ACTG1P11	0
ACTG1P12	0
ACTG1P13	0
ACTG1P14	0
ACTG1P15	0
ACTG1P16	0
ACTG1P17	0
ACTG1P18	0
ACTG1P19	0
ACTG1P20	0
ACTG1P21	0
ACTG1P22	0
ACTG1P23	0
ACTG1P24	0
ACTG1P25	0
ACTG2	0.173296489472069
ACTL4	0
ACTL5	0
ACTL6A	0.663025705095637
ACTL6B	0.366192488931357
ACTL7A	0
ACTL7B	0.243863629963694
ACTL8	0
ACTL9	0
ACTL10	0
ACTL11P	0
ACTN1	0.470131924933293
ACTN1-DT	0
ACTN2	0.639415933926243
ACTN3	0.311941666967647
ACTN4	0.524173142774308
ACTN4P1	0
ACTN4P2	0
ACTP1	0
ACTR1A	0.376793505950001
ACTR1AP1	0
ACTR1B	0.415853736541247
ACTR2	0.545453285272433
ACTR3	0.655025556969043
ACTR3-AS1	0
ACTR3B	0.440962244369847
ACTR3BP1	0
ACTR3BP2	0
ACTR3BP3	0
ACTR3BP4	0
ACTR3BP5	0
ACTR3BP6	0
ACTR3BP7	0
ACTR3C	0
ACTR3P1	0
ACTR3P2	0
ACTR3P3	0
ACTR5	0.457235403680582
ACTR6	0.445384826388312
ACTR6P1	0
ACTR8	0.507537574567647
ACTR10	0.291981075332541
ACTRT1	0.192225600191445
ACTRT1P1	0
ACTRT2	0.121280850558914
ACTRT3	0.187784586711687
ACVR1	0.429573297307731
ACVR1B	0.592878636740774
ACVR1C	0.201556113604712
ACVR2A	0.293809143799628
ACVR2B	0.362027289967174
ACVR2B-AS1	0
ACVRL1	0.244373649215975
ACY1	0.210938440632304
ACY3	0.148764289709466
ACYP1	0.131728765948635
ACYP2	0
AD5	0
ADA	0.120828762282959
ADA2	0.00207569113172661
ADAD1	0.0604024638987388
ADAD1P1	0
ADAD1P2	0
ADAD2	0.121026900567477
ADAL	0.163256521413098
ADAM1A	0
ADAM1B	0
ADAM2	0
ADAM3A	0
ADAM3B	0
ADAM5	0.00364675541484545
ADAM6	0
ADAM7	0.121885144436009
ADAM8	0.377332184431805
ADAM9	0.374178015865865
ADAM10	0.383327583260297
ADAM11	0.0541982471648779
ADAM12	0.193402985167798
ADAM12-OT1	0
ADAM15	0.347784584878628
ADAM17	0.349809241010425
ADAM18	0
ADAM19	0.192440764075986
ADAM20	0
ADAM20P1	0
ADAM20P2	0
ADAM20P3	0
ADAM21	0
ADAM21P1	0
ADAM22	0.0534423303885246
ADAM23	0.120762031740335
ADAM24P	0
ADAM28	0
ADAM29	0
ADAM30	0
ADAM32	0.10668443401749
ADAM33	0.492203415075228
ADAMDEC1	0
ADAMTS1	0.0181680889083201
ADAMTS2	0.0987358761649277
ADAMTS3	0
ADAMTS4	0.408711878452884
ADAMTS5	0.120715086931108
ADAMTS6	0.0650741038556466
ADAMTS7	0.0524561754224125
ADAMTS7P1	0
ADAMTS7P3	0
ADAMTS7P4	0
ADAMTS8	0
ADAMTS9	0.112038925997754
ADAMTS9-AS1	0
ADAMTS9-AS2	0
ADAMTS10	0
ADAMTS12	0.10843864155284
ADAMTS13	0.126106885634998
ADAMTS14	0
ADAMTS15	0.103883724474256
ADAMTS16	0
ADAMTS16-DT	0
ADAMTS17	0.265102276038061
ADAMTS18	0.198607853054824
ADAMTS19	0
ADAMTS19-AS1	0
ADAMTS20	0.0364579804483863
ADAMTSL1	0
ADAMTSL2	0
ADAMTSL3	0
ADAMTSL4	0.534748677576953
ADAMTSL4-AS1	0
ADAMTSL4-AS2	0
ADAMTSL5	0
ADAP1	0.405243999101902
ADAP2	0.307740795998044
ADAR	0.0602284284541936
ADARB1	0.0993529872540124
ADARB2	0
ADARB2-AS1	0
ADAT1	0
ADAT2	0.101242797222232
ADAT3	0.253514189206528
ADCK1	0.312500481024512
ADCK2	0.134714471137634
ADCK5	0.121810061760667
ADCP1	0
ADCY1	0.0303075505067475
ADCY2	0.118642160950915
ADCY3	0.370429561597796
ADCY4	0.138218142993942
ADCY5	0.330732545301911
ADCY6	0.395104004934516
ADCY6-DT	0
ADCY7	0
ADCY8	0.0910989909483677
ADCY9	0.118615978537089
ADCY10	0
ADCY10P1	0
ADCYAP1	0.195621791514552
ADCYAP1R1	0.274312817548217
ADD1	0.278636922426509
ADD2	0.382794795245318
ADD3	0.195677780863922
ADD3-AS1	0
ADFN	0
ADGB	0
ADGRA1	0
ADGRA1-AS1	0
ADGRA2	0
ADGRA3	0
ADGRB1	0.283470238929189
ADGRB2	0
ADGRB3	0
ADGRD1	0
ADGRD1-AS1	0
ADGRD2	0
ADGRE1	0
ADGRE2	0
ADGRE3	0
ADGRE4P	0.121280850558914
ADGRE5	0.247649750452264
ADGRF1	0
ADGRF2	0
ADGRF3	0.0351534126445257
ADGRF4	0
ADGRF5	0
ADGRF5-AS1	0
ADGRF5P1	0
ADGRF5P2	0
ADGRG1	0.17086748363738
ADGRG2	0.192225600191445
ADGRG3	0
ADGRG4	0.164989634110764
ADGRG5	0.287835360369516
ADGRG6	0
ADGRG7	0
ADGRL1	0.117965061720546
ADGRL1-AS1	0
ADGRL2	0.326857568538096
ADGRL3	0
ADGRL3-AS1	0
ADGRL4	0
ADGRV1	0.312853195147847
ADH1A	0
ADH1B	0
ADH1C	0
ADH4	0
ADH5	0.145215461293363
ADH5P1	0
ADH5P2	0
ADH5P3	0
ADH5P4	0
ADH5P5	0
ADH6	0
ADH7	0
ADHFE1	0
ADI1	0.238590968580907
ADI1P1	0
ADI1P2	0
ADI1P3	0
ADIG	0
ADIPOQ	0.372205136102614
ADIPOQ-AS1	0
ADIPOR1	0.24467262061815
ADIPOR1P1	0
ADIPOR1P2	0
ADIPOR2	0.0659824581528218
ADIRF	0.121491461950449
ADIRF-AS1	0
ADK	0
ADM	0
ADM-DT	0
ADM2	0
ADM5	0
ADNP	0.318767799537555
ADNP-AS1	0
ADNP2	0
ADO	0.295494356865282
ADORA1	0.316257812438497
ADORA2A	0.374673342377047
ADORA2A-AS1	0
ADORA2B	0
ADORA2BP1	0
ADORA2L1	0
ADORA2L2	0
ADORA3	0
ADPGK	0.0111089033967588
ADPGK-AS1	0
ADPRH	0
ADPRHL1	0
ADPRM	0
ADPRS	0
ADRA1A	0
ADRA1B	0.0199851466851274
ADRA1D	0.161042015468932
ADRA2A	0.184412090500425
ADRA2B	0
ADRA2C	0
ADRB1	0.422075882720293
ADRB2	0.591466507048348
ADRB3	0
ADRM1	0.373560866274221
ADSL	0.475109246536778
ADSS1	0
ADSS2	0.255555543939941
ADT	0
ADTRP	0
AEBP1	0
AEBP2	0.406645613081096
AEN	0.354405280270823
AF8T	0
AFA	0
AFAP1	0.15728200167724
AFAP1-AS1	0
AFAP1L1	0
AFAP1L2	0.013427106078198
AFD1	0
AFDN	0.656599301481911
AFDN-DT	0
AFF1	0.239768181816447
AFF1-AS1	0
AFF2	0.20128074360394
AFF2-IT1	0
AFF3	0.184093704430555
AFF4	0.0228871823460879
AFF4-DT	0
AFG1L	0.222341410807368
AFG3L1P	0
AFG3L2	0.45874724912424
AFG3L2P1	0
AFM	0
AFMID	0
AFP	0.141979542058426
AFTPH	0.0173207299185054
AFTPH-DT	0
AGA	0.0490660290076682
AGA-DT	0
AGAP1	0.449635470244132
AGAP1-IT1	0
AGAP2	0.514858024588769
AGAP2-AS1	0
AGAP3	0.34904349391634
AGAP4	0.0757614311454144
AGAP5	0.0826452527895101
AGAP6	0
AGAP7P	0.153329030163384
AGAP9	0.359739003462166
AGAP10P	0
AGAP11	0.0712238555953141
AGAP12P	0
AGAP13P	0
AGAP14P	0.0648169896508274
AGBL1	0
AGBL1-AS1	0
AGBL2	0.0767225306293119
AGBL3	0
AGBL4	0.3404783927679
AGBL4-AS1	0
AGBL4-IT1	0
AGBL5	0.122830586677275
AGBL5-AS1	0
AGBL5-IT1	0
AGER	0.265592438291933
AGFG1	0.181839362356508
AGFG2	0
AGGF1	0.411508995095485
AGGF1P1	0
AGGF1P2	0
AGGF1P3	0
AGGF1P4	0
AGGF1P5	0
AGGF1P6	0
AGGF1P7	0
AGGF1P8	0
AGGF1P9	0
AGGF1P10	0
AGK	0.438438691948176
AGK-DT	0
AGKP1	0
AGKP2	0
AGL	0.0519754453712356
AGMAT	0.198468665196705
AGMO	0.0697019270117805
AGMX2	0
AGO1	0.45120290466576
AGO2	0.64499637957141
AGO3	0.478519711037512
AGO4	0.370890181017005
AGPAT1	0.299121950726141
AGPAT2	0.348971547455686
AGPAT3	0.186013851600451
AGPAT4	0
AGPAT4-IT1	0
AGPAT5	0.334823839019448
AGPAT5P1	0
AGPS	0.471751560872083
AGR2	0.709027170301896
AGR3	0.378414335711852
AGRN	0.566277832518252
AGRP	0.104587444485513
AGT	0.15606080349816
AGTPBP1	0.248741796324343
AGTR1	0.327036147899112
AGTR2	0
AGTRAP	0.094867772836579
AGTRL2	0
AGXT	0.407853858095613
AGXT2	0
AHCTF1	0.548115268048104
AHCTF1P1	0
AHCY	0.368419393998933
AHCYL1	0.424919444830638
AHCYL2	0.297032004291505
AHCYP1	0
AHCYP2	0
AHCYP3	0
AHCYP4	0
AHCYP5	0
AHCYP6	0
AHCYP7	0
AHCYP8	0
AHDC1	0.251373031331268
AHI1	0.615687294303076
AHNAK	0.614198662599428
AHNAK2	0.0813876463003923
AHR	0.424064354131134
AHRR	0
AHSA1	0.574682689806075
AHSA2P	0.212335045609759
AHSG	0.202030079416689
AHSP	0.114379964382789
AIC	0
AICDA	0.413205819699879
AIDA	0.197608712096396
AIDAP1	0
AIDAP2	0
AIDAP3	0
AIF1	0.0757001812126939
AIF1L	0.112479790587519
AIFM1	0.555847201868341
AIFM1P1	0
AIFM2	0.0125976569392317
AIFM3	0
AIG1	0.230952096842156
AIG1P1	0
AIH3	0
AIM2	0.118047402446147
AIMP1	0.387725479357064
AIMP1P1	0
AIMP1P2	0
AIMP2	0.516650261744479
AIP	0.384757011711928
AIPL1	0.291011348931393
AIRE	0.41379172210535
AIRN	0
AIS1	0
AIS2	0
AIS3	0
AJAP1	0.121280850558914
AJM1	0.0106788580716231
AJUBA	0.318583575099082
AJUBA-DT	0
AK1	0
AK2	0.472498662508543
AK2P1	0
AK2P2	0
AK3	0.254404313221181
AK3P2	0
AK3P3	0
AK3P4	0
AK3P5	0
AK3P6	0
AK4	0.233313074393973
AK4P1	0
AK4P2	0
AK4P3	0
AK4P4	0
AK4P5	0
AK4P6	0
AK5	0.0328818104105134
AK6	0.00804249526927558
AK6P1	0
AK6P2	0
AK7	0.308289402819526
AK8	0.337417825315819
AK9	0.198806267255381
AKAIN1	0
AKAP1	0.64243196610151
AKAP1-DT	0
AKAP2	0.298391259952253
AKAP3	0.223218309811544
AKAP4	0.107731004415855
AKAP5	0.486648855184308
AKAP6	0.204452190042753
AKAP7	0.633170790603604
AKAP8	0.431430889289439
AKAP8L	0.515200457605148
AKAP8P1	0
AKAP9	0.693574141837495
AKAP10	0.253149580744408
AKAP11	0.489689714331285
AKAP11-IT1	0
AKAP12	0.668011205707702
AKAP13	0.371748545741785
AKAP14	0.524093680833446
AKAP17A	0.262975190011056
AKAP17BP	0
AKIP1	0.415834077243636
AKIRIN1	0.459593657882099
AKIRIN1P1	0
AKIRIN1P2	0
AKIRIN2	0.200562527525514
AKIRIN2-AS1	0
AKIRIN2P1	0
AKNA	0
AKNAD1	0
AKR1A1	0.145774784346696
AKR1B1	0.137935118166478
AKR1B1P1	0
AKR1B1P2	0
AKR1B1P3	0
AKR1B1P4	0
AKR1B1P5	0
AKR1B1P6	0
AKR1B1P7	0
AKR1B1P8	0
AKR1B10	0
AKR1B10P1	0
AKR1B10P2	0
AKR1B15	0
AKR1C1	0.119743340267783
AKR1C2	0.121230182516883
AKR1C3	0.610479396220874
AKR1C4	0
AKR1C5P	0
AKR1C6P	0
AKR1C7P	0
AKR1C8P	0
AKR1D1	0
AKR1D1P1	0
AKR1E2	0
AKR7A2	0.183624861109883
AKR7A2P1	0
AKR7A2P2	0
AKR7A3	0
AKR7L	0.242561701117828
AKT1	0.84532049715028
AKT1S1	0.477250251952927
AKT2	0.498716360560964
AKT3	0.379568560534234
AKT3-IT1	0
AKTIP	0.47872142501094
ALAD	0.10746984379168
ALAS1	0.46616079319844
ALAS2	0
ALB	0
ALCAM	0.00660890176805
ALDH1A1	0
ALDH1A2	0.145499563430902
ALDH1A2-AS1	0
ALDH1A3	0.251305065274354
ALDH1A3-AS1	0
ALDH1B1	0.30327964794852
ALDH1L1	0.287734354247836
ALDH1L1-AS1	0
ALDH1L1-AS2	0
ALDH1L2	0.403256532606587
ALDH2	0.0477220879794158
ALDH3A1	0.11433520041043
ALDH3A2	0.629301767375933
ALDH3B1	0.384686211923434
ALDH3B2	0.23619013451804
ALDH4A1	0.0399511263486519
ALDH5A1	0.127458293231539
ALDH6A1	0.119477183256833
ALDH7A1	0.124104551277932
ALDH7A1P1	0
ALDH7A1P2	0
ALDH7A1P3	0
ALDH7A1P4	0
ALDH8A1	0.00430892825493353
ALDH9A1	0.220926827921266
ALDH16A1	0.178601420359193
ALDH18A1	0.371646531997246
ALDOA	0.458942445956293
ALDOAP1	0
ALDOAP2	0
ALDOB	0.494083919640186
ALDOC	0.16759341270753
ALDRL2	0
ALDRL5	0
ALFN1	0
ALG1	0.146369605080068
ALG1L	0
ALG1L2	0
ALG1L3P	0
ALG1L5P	0
ALG1L6P	0
ALG1L7P	0
ALG1L8P	0
ALG1L9P	0
ALG1L10P	0
ALG1L11P	0
ALG1L12P	0
ALG1L13P	0
ALG1L14P	0
ALG1L15P	0
ALG2	0.276794036160329
ALG3	0.180652239265326
ALG3P1	0
ALG5	0.282796006787341
ALG6	0.162351143686084
ALG8	0.320985092764926
ALG9	0.124933462828726
ALG9-IT1	0
ALG10	0.106531957802345
ALG10B	0
ALG11	0.0492635752994093
ALG12	0.261563015882389
ALG13	0.118242150964568
ALG13-AS1	0
ALG14	0
ALG14-AS1	0
ALK	0.340693836879207
ALKAL1	0
ALKAL2	0.116102657958886
ALKBH1	0
ALKBH2	0.309950116440186
ALKBH3	0.433420729669659
ALKBH3-AS1	0
ALKBH4	0
ALKBH5	0.0160335093940111
ALKBH6	0
ALKBH7	0.219344296971346
ALKBH8	0.202185336585146
ALLC	0.192225600191445
ALMS1	0.656362741234219
ALMS1-IT1	0
ALMS1P1	0
ALOX5	0.205338377280652
ALOX5AP	0
ALOX12	0
ALOX12-AS1	0
ALOX12B	0.398313481234977
ALOX12P1	0
ALOX12P2	0
ALOX15	0
ALOX15B	0.381496276339306
ALOX15P1	0
ALOX15P2	0
ALOXE3	0.444237793985115
ALOXE3P1	0
ALPG	0.0328890213038527
ALPI	0.292330947044147
ALPK1	0.0428329979213112
ALPK2	0.144236205649327
ALPK3	0
ALPL	0.0587583642574654
ALPP	0.0359735270366691
ALPPL1	0
ALPPP	0
ALS2	0.45682022642147
ALS2CL	0.0352672372960167
ALS3	0
ALS7	0
ALX1	0
ALX3	0.104765536750219
ALX4	0
ALYREF	0.521321049415963
AMACR	0.0404328021345463
AMBN	0.245461566460201
AMBP	0.128261808120877
AMBRA1	0.544099031553699
AMCN	0
AMD1	0
AMD1P1	0
AMD1P2	0
AMD1P3	0
AMD1P4	0
AMDHD1	0
AMDHD2	0.0824814742323688
AMELX	0
AMELY	0
AMER1	0.251562561042831
AMER2	0
AMER3	0.0554202540029523
AMFR	0.688835203468746
AMH	0
AMHR2	0.399905836175383
AMIGO1	0
AMIGO2	0
AMIGO3	0
AMLCR2	0
AMMECR1	0.331557834942295
AMMECR1-IT1	0
AMMECR1L	0.253829750321436
AMMECR1LP1	0
AMN	0
AMN1	0
AMOT	0.734986384239209
AMOTL1	0.301629884915709
AMOTL2	0.640357845677304
AMPD1	0.00985024368342161
AMPD2	0.398164424676988
AMPD3	0.213321900029865
AMPH	0.227592494603118
AMT	0.0371317841870462
AMTN	0.260004288198517
AMY1A	0.311183446885969
AMY1B	0
AMY1C	0.440886366221626
AMY2A	0.121280850558914
AMY2B	0
AMYP1	0
AMZ1	0.266755006831631
AMZ2	0.116070714928731
AMZ2P1	0
AMZ2P2	0
AMZ2P3	0
ANAPC1	0.661559479346337
ANAPC1P1	0
ANAPC1P2	0
ANAPC1P3	0
ANAPC1P4	0
ANAPC1P5	0
ANAPC1P6	0
ANAPC2	0.648619879423248
ANAPC4	0.701454957873314
ANAPC5	0.565136766176167
ANAPC7	0.490486797839372
ANAPC10	0.451726760629452
ANAPC10P1	0
ANAPC11	0.594024589805026
ANAPC13	0.366320177001445
ANAPC15	0.51270890235824
ANAPC15P1	0
ANAPC15P2	0
ANAPC16	0.401555389280322
ANCR	0
ANG	0.379038468789616
ANGEL1	0.197713121110633
ANGEL2	0.0815452378291007
ANGPT1	0
ANGPT2	0.0251086964142633
ANGPT4	0.121280850558914
ANGPTL1	0
ANGPTL2	0
ANGPTL3	0
ANGPTL4	0.296968396978187
ANGPTL5	0
ANGPTL6	0.101718717434448
ANGPTL7	0.201443035507797
ANGPTL8	0
ANHX	0
ANIB1	0
ANIB2	0
ANIB3	0
ANIB4	0
ANK1	0.253526048122168
ANK2	0.517948441614717
ANK2-AS1	0
ANK3	0.470459072988549
ANK3-DT	0
ANKAR	0.166484432379424
ANKDD1A	0.0549883559213596
ANKDD1B	0.121280850558914
ANKEF1	0
ANKFN1	0
ANKFY1	0.582970632044673
ANKH	0
ANKH-DT	0
ANKHD1	0.357150593045786
ANKHD1-DT	0
ANKHD1-EIF4EBP3	0.266028944513504
ANKIB1	0.308213507787729
ANKK1	0.182626013429301
ANKLE1	0.140904359539084
ANKLE2	0.259214390609383
ANKMY1	0
ANKMY2	0.422093701652636
ANKRA2	0.499809930014383
ANKRD1	0.134158505726551
ANKRD2	0
ANKRD6	0.467131785819195
ANKRD7	0
ANKRD9	0
ANKRD10	0
ANKRD10-IT1	0
ANKRD11	0.380355716576939
ANKRD11P1	0
ANKRD11P2	0
ANKRD12	0.106034434192889
ANKRD13A	0.323399647982346
ANKRD13B	0.211403054185976
ANKRD13C	0
ANKRD13D	0.51542989992
ANKRD16	0
ANKRD17	0.29718885025619
ANKRD17-DT	0
ANKRD18A	0
ANKRD18B	0
ANKRD18CP	0
ANKRD18DP	0
ANKRD18EP	0
ANKRD19P	0
ANKRD20A1	0.0841588521931601
ANKRD20A2P	0.0141692045712691
ANKRD20A3P	0
ANKRD20A4P	0.00240144870744856
ANKRD20A5P	0
ANKRD20A6P	0
ANKRD20A7P	0
ANKRD20A8P	0
ANKRD20A9P	0
ANKRD20A10P	0
ANKRD20A11P	0
ANKRD20A12P	0
ANKRD20A13P	0
ANKRD20A14P	0
ANKRD20A15P	0
ANKRD20A16P	0
ANKRD20A17P	0
ANKRD20A18P	0
ANKRD20A19P	0
ANKRD20A20P	0
ANKRD20A21P	0
ANKRD22	0
ANKRD23	0.288570549141813
ANKRD24	0.229162711271109
ANKRD26	0.523195249743724
ANKRD26P1	0.121280850558914
ANKRD26P2	0
ANKRD26P3	0
ANKRD26P4	0
ANKRD27	0
ANKRD28	0.606617082286915
ANKRD29	0
ANKRD30A	0.192225600191445
ANKRD30B	0
ANKRD30BL	0
ANKRD30BP1	0
ANKRD30BP2	0
ANKRD30BP3	0
ANKRD31	0
ANKRD33	0
ANKRD33B	0
ANKRD33B-AS1	0
ANKRD33B-IT1	0
ANKRD34A	0.388348378835793
ANKRD34B	0
ANKRD34C	0.121280850558914
ANKRD34C-AS1	0
ANKRD35	0.367375554875384
ANKRD36	0.119839688576617
ANKRD36B	0.324529704523036
ANKRD36BP1	0
ANKRD36BP2	0
ANKRD36C	0
ANKRD36P1	0
ANKRD37	0.138858845628122
ANKRD39	0.192182520172895
ANKRD40	0.471749763553703
ANKRD40CL	0
ANKRD42	0
ANKRD44	0.426217720291293
ANKRD44-AS1	0
ANKRD44-IT1	0
ANKRD45	0.23746950843655
ANKRD46	0.308395400314369
ANKRD49	0.157462405864297
ANKRD49P1	0
ANKRD49P2	0
ANKRD49P3	0
ANKRD49P4	0
ANKRD50	0.256980841188169
ANKRD52	0.07694823896942
ANKRD53	0
ANKRD54	0.480954145761667
ANKRD54P1	0
ANKRD55	0.65698214322264
ANKRD60	0
ANKRD61	0
ANKRD62	0
ANKRD62P1	0
ANKRD62P1-PARP4P3	0
ANKRD63	0
ANKRD65	0
ANKRD66	0
ANKS1A	0.344119169823327
ANKS1B	0.414503378275638
ANKS3	0.426619092473153
ANKS4B	0.408261605704002
ANKS6	0.499633780754196
ANKUB1	0
ANKZF1	0.347393152682625
ANLN	0.735268075926458
ANO1	0.336930755416682
ANO1-AS1	0
ANO2	0.00185463075079411
ANO3	0.121280850558914
ANO3-AS1	0
ANO4	0
ANO5	0.00515150176347362
ANO6	0.149636987398857
ANO7	0.190458012268375
ANO7L1	0
ANO8	0
ANO9	0
ANO10	0.176633640244133
ANOP1	0
ANOS1	0.125437457014778
ANOS2P	0
